Stock_Name,Earnings_Call_Date,Earnings_Surprise,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
DHI,2020-01-27,0.1630434782608696,0.0014582549239092,0.0064116948543135,-0.1422126875129924,0.6777938621386572,0.4444336615461942,0.3193244790229018
DHI,2020-04-28,0.16071428571428564,0.0059758290280578,0.0208638409852542,0.1465600611563831,0.3863612725487741,0.1192113736764755,0.0849574998558828
DHI,2020-07-28,0.323076923076923,0.0010111887006307,0.0142695334733911,-0.0208524459967882,0.5072163813374807,0.389952510502886,0.1534269190785961
DHI,2020-11-10,0.2727272727272728,0.0069301603949343,-0.0232313804083811,-0.1562945133090639,0.5117096546512654,0.4897856322632014,0.2636115975870792
DHI,2021-01-26,0.26627218934911256,0.0136102179785781,0.0291581691023831,0.0236014960707783,0.6159941972249499,0.7855261801713909,0.3815309246785058
DHI,2021-04-22,0.1767441860465116,0.0472269769726267,0.0520174793781358,-0.0439817020166852,0.4877121012761471,0.3809511529816403,0.3605999176883835
DHI,2021-07-22,0.10676156583629887,0.0249178419294575,0.0460366924339228,0.0029826873180109,0.4038304521092648,0.2184576160283932,0.1535042639901548
DHI,2021-11-09,0.08823529411764713,0.0079836719435432,0.055319107445804,0.1211266801836566,0.4169288464273387,0.4373009416126663,0.2420608574503081
DHI,2022-02-02,0.1362007168458781,-0.0339272078304287,-0.0316545051624684,-0.0428129039589921,0.3450374066976174,0.5348359759436822,0.3001344916260344
DHI,2022-04-26,0.1958456973293769,-0.0218243947935487,0.0063580275719213,0.045144230782968,0.5601768516922981,0.7161975567553334,0.2586919653520738
DHI,2022-07-21,0.04008908685968813,0.0235677074726865,-0.0238196331645942,-0.0056215718934485,0.0894929551358073,0.211015661214598,0.0726348316595067
DHI,2022-11-09,-0.08251473477406679,0.0123829366005082,0.0172707075423888,0.116688247810445,0.3415105233197943,0.0302649954611488,0.1922831881271088
DHI,2023-01-24,0.22123893805309736,-0.0281955827304172,-0.0384988428313637,-0.0917477949450124,0.3957157846868714,0.0918198909935155,0.2653624243191359
DHI,2023-04-20,0.4145077720207254,0.0152987050648209,-0.0046918480496982,-0.0701299666817393,0.6784396783595044,0.2795111263599656,0.2249595627098329
DHI,2023-07-20,0.3978494623655913,0.0329798195494294,-0.0303527599937038,-0.0972026135708737,0.5152196321021318,0.46900215640486,0.2844828919615655
DHI,2023-11-08,0.0,-0.0033073933939604,0.0059566801027307,0.1295395689363219,0.4443928870002663,0.6258646478449877,0.3104504012610392
DHI,2024-01-23,-0.020833333333333353,-0.0287187285757219,-0.0336680096295983,-0.0347050462777092,0.4209632308851547,0.4034166739877291,0.2074855910732405
DHI,2024-04-18,0.1503267973856209,-0.0041194246939183,-0.0242348329859717,-0.0809555142517299,0.3963617775191358,0.4910682186562962,0.2591254463209039
DHI,2024-07-18,0.09333333333333324,0.0180495520953695,0.0716954509847059,0.0956570017143451,0.5547070800047066,0.4094627904274781,0.1865442542012048
DHI,2024-10-29,-0.05995203836930456,0.0164249995270589,-0.0682838098458989,-0.158266986241409,0.2650348532549962,0.2737055388032697,0.258261587028268
