Stock_Name,Earnings_Call_Date,Earnings_Surprise,Firm_Size,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
AXON,2020-05-07,1.2222222222222223,4238710773,0.1852842471682357,0.04063319073916,0.0996189243233974,0.1225678894651597,0.3273618628100053,0.2391959641632273
AXON,2020-08-07,-1.0625,5326044480,-0.0687788401839931,-0.0614629094673878,-0.0781391217842583,0.0366798624078193,0.1895135436899736,0.2502132745841355
AXON,2020-11-05,1.0,6904831500,0.0857991541812359,0.1017375208148979,0.0642521276662153,0.281486499663631,0.2627886689180133,0.3711581156577423
AXON,2021-02-25,1.777777777777778,10215904346,0.0254424391510432,-0.0761068389686338,-0.1647626222033538,0.3058995918143884,0.2521705477989452,0.2744952491362066
AXON,2021-05-06,0.4761904761904762,8527622760,0.0123932270368461,-0.016306142365436,0.1124612244999344,0.3578418287363389,0.3879073714671162,0.5279635275270869
AXON,2021-08-06,0.7272727272727273,12747917280,-0.0471025571550911,-0.044176029991449,-0.1175158171287155,0.2556494090722047,0.4019963248608514,0.2764278173660596
AXON,2021-11-16,3.3333333333333326,11902244534,0.0234629874135567,-0.0299809762668272,-0.1538662529237117,0.3004235483308505,0.4656221432990937,0.2719978538018683
AXON,2022-02-24,1.8750000000000002,9234142500,0.0913912781570806,0.0346209878144772,0.0480226850880353,0.3814132126374791,0.4357616941311529,0.4867392032570604
AXON,2022-05-10,0.8,6355238400,0.1008598902572852,0.0878876291841387,0.1795940069348652,0.375895287092948,0.4089574147429028,0.4514673493654299
AXON,2022-08-09,0.15789473684210525,7936963340,0.0975984731387681,0.1038501086174314,0.2161033316628093,0.4234675849541342,0.3447228403752201,0.319919731741587
AXON,2022-11-08,0.30434782608695643,10690500000,0.1342138335798546,0.1439043258580983,0.0975014705187365,0.4132616798716736,0.3618788801377013,0.332347307628854
AXON,2023-02-28,0.3999999999999999,14550117780,0.0691611235843471,0.0366339351286737,-0.0738064198227042,0.5605239163261583,0.4578348156166837,0.2769186701987117
AXON,2023-05-10,0.9130434782608695,14305191520,0.0411057907180613,-0.0435195331365459,-0.2034223306677666,0.3343463508548743,0.3133550238170647,0.2175764863743718
AXON,2023-08-08,0.7903225806451615,13149172980,0.196755259571036,0.1442963481424267,0.1518265494139159,0.3207631341038686,0.2940245832736408,0.224137779899323
AXON,2023-11-07,0.34210526315789475,16240732200,0.010311460175516,0.0519239630795511,0.1617289117130129,0.3938896508858554,0.2899439115528535,0.2501098332725865
AXON,2024-02-27,0.302325581395349,20482996100,0.1327674123345679,0.0978870400582701,0.0756517476235674,0.3595367758978824,0.1905309175238127,0.285433325421649
AXON,2024-05-06,0.2169312169312169,24689312200,-0.0715003960512671,-0.1650217887921187,-0.2414044074034601,0.3720643473031505,0.385538865007591,0.2648859382696991
AXON,2024-08-06,0.17647058823529405,22275745000,0.2079423390855464,0.1795596185605985,0.2061569366616049,0.5001803528758295,0.2474834834900471,0.302105212860132
AXON,2024-11-07,0.20833333333333334,35482968750,0.2678529648963549,0.3207991581410859,0.2972053175397037,0.4139519728501968,0.2833765143691214,0.2265545394037359
