Stock_Name,Earnings_Call_Date,Earnings_Surprise,Firm_Size,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
AJG,2020-04-30,0.0578034682080925,14954250000,0.0686129190460526,0.1087498388301761,0.1376454992582195,-0.2255125973955775,0.0518859980203207,-0.0894070639798416
AJG,2020-07-30,0.3055555555555555,20066983000,-0.0110168767915734,-0.0185072316076605,-0.0691945431299373,0.2434441857507761,0.0046457878801762,0.0775728289410484
AJG,2021-01-28,0.1282051282051281,22478246000,0.009456905558729,-0.02271688788895,0.0377212618138042,0.3702408713978327,0.211209448446658,0.1706330284725909
AJG,2021-07-29,0.0263157894736842,28878570000,-0.0088738938604118,0.003051999143895,0.0165063934100731,0.1111994205552216,0.239509273909025,0.2864168107543966
AJG,2021-10-28,0.0991735537190083,34103643640,-0.0142731304622895,-0.0242091829648869,-0.003452517017845,0.4039655553218576,0.4915806104969109,0.2170338484839426
AJG,2022-01-27,0.0537634408602149,31209970000,0.0006674066613817,0.0155482592043092,0.0332831584346398,0.1550916357702818,0.4276890429332601,0.2644960587790045
AJG,2022-04-28,0.0144404332129964,37695166000,-0.0563806365680489,-0.0552582514923992,-0.0871673307832729,0.1158692658359649,0.2661931735935487,0.2993769790082105
AJG,2022-08-01,0.0,36349964000,0.0123168823426618,0.047864119596015,0.0809201175693914,0.0992334110904378,0.3052654421373165,0.1868684304825609
AJG,2022-10-27,0.029940119760479,37531794830,0.0394404477895519,0.0327969642709835,-0.0039169645374803,0.0166293380503719,0.2359059993432936,0.1724905925895877
AJG,2023-01-26,0.0266666666666666,41974800000,-0.0153898435643092,-0.0397096162852582,-0.0840535462560028,0.2304275614474157,0.4406096189546464,0.280719289317936
AJG,2023-04-27,0.0099999999999999,44924845000,0.0071506784052099,0.0354074375347711,-0.0398013649714334,0.2822327513293122,0.4158441692439339,0.2804660280269215
AJG,2023-07-28,0.0,46638654000,0.0350522812046476,0.054507090601904,0.0668759348645709,0.3060619733684622,0.3361866596036968,0.1736543260139894
AJG,2023-10-26,0.0309278350515464,49731184140,0.0133108313644894,0.0324676505709432,-0.0464413013701078,0.40868640148569,0.314830174330069,0.0439395480297433
AJG,2024-01-26,0.0,50684025000,-0.0020992816479561,0.0015059880676523,0.0318242939830673,0.3060050521159909,0.2554190519869752,0.3027168695566113
AJG,2024-04-25,0.0234604105571847,51536625000,-0.0090114212554856,0.0279266154983412,0.0404544451850275,0.3672223586811941,0.3472425611191697,0.3344893290214303
AJG,2024-07-25,0.0089285714285712,59944636000,0.0351607897974466,0.0317589104904205,0.0510057128719424,0.1825765733828423,0.3598907877089856,0.2259125644631973
AJG,2024-10-24,0.0,63068629050,-0.0126680502697597,-0.0073074855692634,-0.0105918016652923,0.3618490208495782,0.3864411569220892,0.2826439078163216
