Stock_Name,Earnings_Call_Date,Earnings_Surprise,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
HES,2020-05-08,0.0,-0.0749455117048673,-0.0128426732305459,0.0631232395248694,-0.3094736465903605,-0.1057998290461276,-0.0326891469110778
HES,2020-07-29,-0.11016949152542364,-0.0166999558058216,0.0273365861222461,-0.1590763513831329,0.3278464545874188,0.1211291902386032,0.2213135114747986
HES,2020-10-28,-0.0,0.0378830599068824,0.0908121879503983,0.3641458869637294,0.1330492368337861,0.0269212585719511,0.2158264516492563
HES,2021-01-27,-0.13432835820895533,-0.0342758391655223,0.010871886711037,0.2236886680409081,0.3493529506667505,0.2086709058310231,0.275993608993609
HES,2021-04-28,1.4117647058823526,0.0016800778610893,0.0742654325173804,0.05351364904665,0.3148498312389864,0.1169067015100007,0.2605754427980815
HES,2021-07-28,0.26315789473684204,-0.0562691419928292,-0.1016555283073157,-0.2330218911325707,0.3976119456690838,0.1834137881253474,0.2620975949410912
HES,2021-10-27,0.21739130434782614,-0.016292680549754,-0.0482038415080127,-0.0591055253850229,0.3419434699926812,0.2268141510869578,0.3259486319287851
HES,2022-01-26,0.18055555555555558,-0.0094404786669947,-0.0110034207618547,0.2122960758537325,0.5786144546297106,0.4534892758534515,0.3382785220221647
HES,2022-04-27,0.15044247787610635,-0.0084809677451311,0.089236688342959,0.1513886232643455,0.1787742432667603,0.3526720716094444,0.3749120783467222
HES,2022-07-27,0.004672897196261582,-0.012468055789575,-0.0762868933460077,-0.0669073924593508,0.4333029415184849,0.2982393464654648,0.2539343331638705
HES,2022-10-26,0.010695187165775291,-0.0245919497711148,-0.0428233348237858,-0.1659234237939389,0.3694800850104854,0.3168727847940215,0.3240608356396958
HES,2023-01-25,0.08536585365853666,-0.0451867867473946,-0.1392405554901444,-0.1980144492419003,0.3624366573558131,0.2887835695666417,0.3485856079404467
HES,2023-04-26,0.06603773584905645,-0.0267150358660702,-0.0803280409163837,-0.1161194248026996,0.427530725137174,0.354280292841349,0.4144096307998361
HES,2023-07-26,0.1403508771929826,0.0240064888322819,0.0845400521027793,0.109629885338195,0.4711061091950199,0.3278672737575565,0.3295393895253835
