Stock_Name,Earnings_Call_Date,Earnings_Surprise,Firm_Size,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
EMR,2020-02-04,0.0,44485976000,-0.005073161965085,-0.0492993485413391,-0.1504692550860144,0.1291501319560278,0.0814555110594299,-0.1537391930372627
EMR,2020-04-22,0.0,31104459000,0.0335594607384691,0.0307605217461864,0.0741580173635429,-0.1020703383998493,-0.2077512315802024,-0.1829355678569919
EMR,2020-08-04,0.3333333333333335,37034140000,0.0560722857647642,0.0844710292864122,0.1037910080156993,0.3635839178100929,0.0856214700930098,0.0492204340527797
EMR,2020-11-03,0.1702127659574469,42134400000,-0.0546464322719665,0.0050734839784496,0.0308279079516506,0.3638864833641439,0.2930671620232358,0.0906576955095245
EMR,2021-02-03,0.0,50157792000,0.0099021743788622,-0.0160664875854272,0.0225416194319035,0.5184020648906104,0.3084301662865591,0.0743219641269525
EMR,2021-05-05,0.0777777777777777,54370398000,0.0393285176713164,0.0289106685744663,-0.0172461818705827,0.5648875079360673,0.4840716452044397,0.3582113836358802
EMR,2021-08-04,0.1122448979591837,59699160000,0.0013067306028607,0.0136804524995503,-0.0419394785161287,0.3540591511960114,0.4924407216424881,0.31069068926811
EMR,2021-11-03,0.0254237288135593,56647542000,0.0166382073988683,-0.0070041325696971,0.0046780120091741,0.2237775396632041,0.3279162830721484,0.1736281694006601
EMR,2022-02-02,0.0606060606060606,57882348000,0.0142298206817968,0.0305231019636114,0.0655912497729462,0.3509332863036172,0.6337257019769944,0.4313038443018815
EMR,2022-05-04,0.0932203389830509,54146352000,-0.0163859064040926,-0.0076355331902635,0.0146010770558693,0.4102344309732635,0.5204389091317981,0.2334048665089557
EMR,2022-08-09,0.0615384615384614,50802353000,0.0053538314536269,0.0030198158219055,-0.0618521958884738,0.4110480884012387,0.270019098082645,0.2388408780929478
EMR,2022-11-02,0.0,49576820000,0.0622208328878475,0.0782758143623756,0.1026355150090956,0.5618512209419194,0.5988960572898547,0.4241529821426728
EMR,2023-02-08,-0.1136363636363636,49091691000,0.0010898958646064,-0.0288229272135207,-0.0365250910875372,0.5060874832887725,0.4206285199567771,0.3685636898611655
EMR,2023-05-03,0.0824742268041237,47852837999,-0.0124278219896257,-0.0328828680344304,-0.0321006769892961,0.5520253484186174,0.5067479951791302,0.4563489293075277
EMR,2023-08-02,0.18348623853211,54420080000,0.0259971665214358,0.0593338457213549,0.0980238037768546,0.7680914689780267,0.8742411967563629,0.5289117575757576
EMR,2023-11-07,-0.015267175572519,48483752000,0.0095337322505138,0.0138061834202927,0.0395038220603722,0.5769226950652948,0.6033929971066083,0.5165092939628432
EMR,2024-02-07,0.173076923076923,59477026000,-0.0025873376055139,0.0006910657153285,0.0412383299730456,0.6471543364668221,0.5095661927644862,0.3048552208431737
EMR,2024-05-08,0.0625,64368210000,0.0133188911115496,0.0014016250042711,-0.0791676146122425,0.6217589484148652,0.5751730769609317,0.4823151724404422
EMR,2024-08-07,0.0141843971631205,56926926000,0.010988918001394,-0.0209172849567972,-0.0194830089938712,0.4621198179971887,0.481872736559494,0.3618874256718575
EMR,2024-11-05,0.0068027210884353,67530813000,0.0464088772551296,0.0918695691969922,0.070048336026343,0.7208860200496681,0.5370507830733523,0.4079057247960533
