Stock_Name,Earnings_Call_Date,Earnings_Surprise,Firm_Size,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
LMT,2020-04-21,0.04827586206896556,104488512000,-0.009266044189048,0.0019631820726273,-0.0329829792048153,0.2721207267132934,0.4395706276093976,0.3534008897676717
LMT,2020-07-21,0.07167832167832171,104771016000,0.0395207236554894,-0.0125381248578387,-0.0570800454760279,0.2743549459611538,0.471987979187847,0.1539401617776045
LMT,2020-10-20,0.02627257799671595,104107137000,0.0011533659576431,-0.0069845545296812,-0.067531723670736,0.4439722086178203,0.3425836275228767,0.2541214271210329
LMT,2021-01-26,0.007800312012480472,92262510000,0.0022936040163864,0.0343116517278329,0.0624674659909908,0.3457259727471295,0.4317192074132174,0.1790627784736151
LMT,2021-04-20,0.026941362916006472,107445342000,-0.0274478198228883,0.0127462726379021,0.0396326057412583,0.4648060543470854,0.3353743366043394,0.3722660024154589
LMT,2021-07-26,0.09188361408882077,101655410000,0.0112941314997611,-0.02443580123092,-0.0671783480635424,0.3930553069674817,0.420614852030943,0.3279858414867733
LMT,2021-10-26,2.3979591836734695,90711003000,-0.0010774115516168,0.0103918350500451,0.0408899115858216,0.4018022154927193,-0.1049417608447233,0.1907641363318768
LMT,2022-01-25,0.04329608938547481,103877711000,0.0106329438233115,0.0160563104570274,0.1996219185516953,0.3683590381547292,0.414873168459152,0.2444482273865483
LMT,2022-04-19,0.037037037037037104,122241420000,-0.0344159704842123,-0.0754831283047538,-0.108234097980072,0.288103756634765,0.2367077387407817,0.2788606546777696
LMT,2022-07-19,0.14367816091954022,103099358000,0.0037216220931331,0.0689240992636762,0.0149407990712142,0.1152489189975572,0.1873575342069128,0.2079928230159879
LMT,2022-10-18,0.0075075075075074806,111026064000,0.0496382034315423,0.1091959678186464,0.1024287698961489,0.4331338376737375,0.3738824952477176,0.3692966048839693
LMT,2023-01-24,0.001353179972936492,114418881000,0.0125064572875577,0.0110309287871457,0.0342732352212236,0.1222016153752497,0.3599954181394478,0.2182245612538544
LMT,2023-04-18,0.09075907590759089,126756448000,-0.0397304139872746,-0.0967084416815903,-0.1533136540604086,0.508142475384737,0.2642977615477334,0.1785177733065057
LMT,2023-07-18,0.027906976744186,113606010000,0.0011218591046965,-0.0050281274653381,0.00637985181862,0.3235028095445387,0.4665403763296785,0.2109677171996012
LMT,2023-10-17,0.008995502248875636,108165076000,0.0245446375052575,0.0578137881062747,0.0205214225599246,0.3077801628661762,0.2601011995310037,0.206281162488576
LMT,2024-01-23,0.08539944903581269,105828569000,-0.024054937944067,-0.0350566080212423,-0.0220539782928276,0.4280719171438882,0.2932264627756688,0.1717091240987569
LMT,2024-04-23,0.0979381443298968,110741256000,0.0011679815057175,0.0084959926694243,0.0039362452289897,0.4126196107577375,0.302326293390836,0.2886316659776767
LMT,2024-07-23,0.060371517027863725,119758181000,0.044722900994445,0.0727868065163546,0.1292294637463953,0.4576813395864921,0.6032326514815824,0.2640898620292689
LMT,2024-10-22,0.04615384615384613,137032750000,-0.0345556137296674,-0.0812391335437826,-0.1724420216028667,0.3514004337373924,0.2726835875883688,0.1951088350919556
