Stock_Name,Earnings_Call_Date,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
MTD,2021-02-04,-0.021843181070552,-0.0670168919467448,-0.1381794612063713,0.4874109769013278,0.5060623038665564,0.2391192254622655
MTD,2021-07-29,-0.0115123810448965,-0.0085066819095663,0.0359483364821199,0.5427775468712139,0.5561711174668506,0.23149252456606184
MTD,2021-11-04,0.0424674615405126,0.0187598213222884,0.022831661174075,0.2146232432142731,0.6899981800804352,0.2865490510558674
MTD,2022-02-11,0.0078530517977626,-0.0117706182133427,-0.0760488212049343,0.4194941591740352,0.5633971330717327,0.22297554523164276
MTD,2022-05-05,-0.0243193400674222,0.0093134420199905,-0.014641140956179,0.3943240131847244,0.3849974519297887,0.3071613581501342
MTD,2023-02-10,0.0094854910555571,-0.0398302248978881,-0.0385215729507405,0.3855186957156809,0.5527870483259157,0.24290989253237807
MTD,2023-05-05,-0.043257261218655,-0.060816903023114,-0.2271570320024367,0.3420752704276269,0.3607399866319061,0.2187573818045873
MTD,2023-07-27,-0.0338381531353313,-0.0274187875143044,-0.0873179265358317,0.059395041513192,-0.0112268993878699,0.04209654689929649
MTD,2023-11-10,0.0048039102175005,0.0369179750931135,0.1754923898966086,0.1048553536261912,-0.1344437423421823,0.16417365840053919
MTD,2024-02-09,0.0144335968133063,0.0199351350910627,0.1134240551163721,0.158551807618552,-0.1282211878642273,0.10389040997834685
MTD,2024-05-10,-0.0111903898082068,-0.035656649345437,-0.10127463627066,0.2232152442974081,0.1252944110581793,0.2791628211367107
MTD,2024-08-02,-0.0206399283056451,-0.07121428099764,-0.1128225518716644,0.359420681575753,0.2348749518732264,0.17376407808066746
MTD,2024-11-08,-0.0382464114797116,-0.0693417819876076,-0.0648740959993972,0.1473673333007442,0.2542464049662798,0.18536580494207613
