Stock_Name,Earnings_Call_Date,Earnings_Surprise,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
MOH,2020-05-01,0,0.0408032178154654,0.0073553429382476,-0.2074006818964298,-0.0708343598499982,0.2211921134580939,0.1069892217756667
MOH,2020-07-31,0,0.0255011165255357,-0.0049777366624155,-0.1315168995132905,-0.0657758416628742,0.2502153202342213,0.0900756900532672
MOH,2020-10-29,0,0.1104542293530982,0.0890121840191329,-0.0291805330879547,0.0815104070745501,0.422166634092091,0.1908150470858555
MOH,2021-02-11,0,-0.0006207884825107,0.0369388077591642,0.0737602322577491,0.0817026381843864,0.2146773337894242,0.1478851165418329
MOH,2021-04-29,0,0.0483466649007333,0.0501823237177432,-0.0884641854961964,0.0224673647090429,0.3167713576637976,0.138643612556656
MOH,2021-07-29,0,0.0821808565345314,-0.0435660361266373,-0.0410329477955677,0.0764936304378796,0.3799937985781719,0.1852073190040771
MOH,2021-10-28,0,-0.0155388450212906,0.0397027835231146,-0.0053534151879503,0.3482030193723268,0.4054427586311629,0.3256962489587348
MOH,2022-02-10,0,0.0482987074845701,0.0562808363202603,0.0625275097276664,0.4447988686916539,0.3558156186816528,0.208709101811746
MOH,2022-04-28,0,-0.0056231585423221,-0.0149720710571543,-0.0886538583013919,0.1806645154794761,0.3569841008075448,0.1857531086853346
MOH,2022-07-28,0,0.0280917988254348,0.0131904707989102,0.0928941948732386,0.4939781663482391,0.3633193877965192,0.3349850114330635
MOH,2022-10-27,0,0.0038806194620936,-0.0877677697248505,-0.0629318400764971,0.2995326958922467,0.3021677853338341,0.268465145171096
MOH,2023-02-09,0,-0.0216608009691084,-0.0510418848900629,-0.1516772903067023,0.2782252129732093,0.3795420213086214,0.2184223988215013
MOH,2023-04-27,0,0.0110472416469597,0.0247121331162596,0.0056534937160586,0.155734457589891,0.3191741461710585,0.1419419684185468
MOH,2023-07-27,0,-0.0179492975274736,0.0558285706581433,0.1108799630311242,0.1444064700962522,0.165505202870958,0.1622875266711251
MOH,2023-10-26,0,-0.0093144062089494,0.0105238585195421,-0.0133802626297366,0.3020264426915085,0.4691314988901576,0.2950109225262787
MOH,2024-02-08,0,0.0332766275764235,0.0432583173463975,0.0247318232018573,0.1919734725954817,0.4098017777245501,0.243922070417303
MOH,2024-04-25,0,-0.0331197664736676,-0.0272370199139178,-0.1831896313281947,0.2064661593345581,0.4165568515908447,0.2887676867390589
MOH,2024-07-25,0,0.0836796263807704,0.0590652327957848,0.059785423556666,0.1280085227413588,0.421791896504642,0.3531105698776564
MOH,2024-10-24,0,0.0029001420866094,0.0529563132935893,-0.0522759423343321,0.2040608201576083,0.3923406664109388,0.3073793993448358
