Stock_Name,Earnings_Call_Date,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
BIIB,2020-04-22,-0.0192931177943171,-0.0187305192962238,-0.1906931449006186,0.3808222352470065,0.557956716785497,0.2510330052302982
BIIB,2020-07-22,0.029189448927785,-0.0304323147300257,-0.0562882231929819,0.3374085482641538,0.4526323470006256,0.2599327155762866
BIIB,2020-10-21,-0.0308555133752067,0.3801320464230565,0.064859754478149,0.3687840668090452,0.404716816142972,0.13310823015294976
BIIB,2021-02-03,-0.0027293990510002,0.0326127859803288,0.0072907653372402,0.2803507101695549,0.3037079658875347,0.2178783244631459
BIIB,2021-04-22,0.0215807418168906,0.0377602662573697,0.0878834627652207,0.1226665661132668,0.2827420848555284,0.24705022679573194
BIIB,2021-07-22,0.0084058898064938,-0.0149831359756714,-0.1089157588965644,0.0656291042147108,0.252923769477614,0.1693972934317743
BIIB,2021-10-20,0.0050760292066427,0.0222449093691591,-0.2174072351418415,-0.0474599918524668,0.1791383144993984,0.08568364235313128
BIIB,2022-02-03,0.0146317846768007,0.0014317576286513,0.0489363059613483,0.141746358529911,0.1496342803236098,0.21591916036639658
BIIB,2022-05-03,-0.0440486998226741,0.0270278983635526,0.0977389757210706,0.1818213917997644,0.0386318398717634,0.20374288689701342
BIIB,2022-07-20,0.0008562145375392,-0.0033950085751607,-0.0503903854810507,0.0948554652246045,0.108971503943763,0.16337200294325896
BIIB,2022-10-25,0.0265134169728781,0.0426142910183373,0.0218250520388726,0.1494951752933974,0.3481718475286324,0.3680857955428407
BIIB,2023-02-15,0.0064589848304603,-0.0193228736543275,-0.0666141928865856,-0.0302288988181361,-0.0166546877156925,0.006870195549673857
BIIB,2023-04-25,0.0426724280170275,0.0712364325762164,-0.0424058435918919,0.0431062606241984,0.0276944387569102,0.1306764830597281
BIIB,2023-07-25,-0.0216318216220139,0.0239010756332393,-0.0121544711717071,0.1550034227569046,0.1205361891248573,0.10466279473804281
BIIB,2023-11-08,-0.0409813481526709,-0.0143607702840233,0.0737661859507551,0.0789612333998369,0.1679460500830595,0.11470021155383245
BIIB,2024-02-13,-0.038574777894993,-0.0290425236283226,-0.0572209208712669,0.1497209706051613,0.1637588516792011,0.2327138323089342
BIIB,2024-06-05,-0.0381693105923482,-0.0373320297238575,0.0218488540881983,0.2965541366073325,0.1516951920768888,0.2780853335548892
BIIB,2024-08-01,-0.0128608242009467,-0.0387930014809268,-0.042515276038778,0.2883382150320988,0.4466895718144514,0.37519846544833924
BIIB,2024-10-30,-0.0312605129307306,-0.0946438025280543,-0.1484198036509479,0.4975203989787159,0.4496524143638346,0.3165178813426342
