Stock_Name,Earnings_Call_Date,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3,method_2
CPAY,2020-05-07,-0.0753975468661093,-0.0407616969586603,0.039811632274576,-0.1387414957294934,-0.4728443054599534,-0.1119931645176324,-0.4728443054599534
CPAY,2020-08-06,-0.1041131526902906,-0.0934072683485724,-0.06610372638526,0.1119517918221992,-0.2592485554957374,-0.092264167204844,-0.25924855549573744
CPAY,2020-11-05,0.1510464233451947,0.0720594102408952,0.1067926275566318,0.0046712014130492,-0.1828676474385964,0.0302801479311897,-0.18286764743859643
CPAY,2021-02-04,-0.0329977293234616,0.0316742122358777,0.0681177339036892,0.2276137789140124,-0.0253197377297415,-0.0120895522388059,-0.02531973772974157
CPAY,2021-05-05,-0.0259324549375246,-0.0409235886275351,-0.1005072934740577,0.2192679272555503,0.0847330619033811,0.1119276612122923,0.08473306190338112
CPAY,2021-08-04,0.0562322785966308,0.0589286658256779,0.0802971317680069,0.4599507730364296,0.3819252193436014,0.1307770502401003,0.3819252193436014
CPAY,2021-11-03,0.016022256805146,-0.038149811747849,-0.0688031662939191,0.3108155594341629,0.2109770479595561,0.1263611078751165,0.21097704795955613
CPAY,2022-02-08,0.0808220163059506,0.1066566052762888,0.098284287591438,0.2830193090230261,0.1782309992796197,0.0703316146359059,0.17823099927961975
CPAY,2022-05-05,-0.0410248355726612,0.0028260195986284,0.0287215217971114,0.2420489420597041,0.1720930005088895,0.0949316129103363,0.17209300050888957
CPAY,2022-08-03,0.0049161359030527,-0.0227797084734153,-0.087948828146882,-0.0523989797135356,0.2289931784528351,0.1661601709078296,0.22899317845283512
CPAY,2022-11-02,-0.0002713601960823,0.02834435805754,-0.0001922088693633,0.0791440828848785,0.1469045226992001,-0.0078373921967809,0.14690452269920018
CPAY,2023-02-08,0.0058440427612858,0.0467457063044063,0.0529408351403498,0.0167220531691933,0.2696542239261177,0.0259657883444984,0.26965422392611776
CPAY,2023-05-03,0.0908452278455232,0.0940747378684402,0.0634813748918195,0.2763288908546473,0.2296530312155666,0.1037854700553421,0.22965303121556666
CPAY,2023-08-08,0.0935885422984354,0.0999690382662223,0.1275455309448361,0.3277478259479323,0.2229150869573417,0.0938952776364338,0.2229150869573417
CPAY,2023-11-08,-0.0384232810915063,-0.0605872897004613,0.0393189018098996,0.2513782498588441,0.2321401842758615,0.1235000389406744,0.23214018427586156
CPAY,2024-02-07,-0.0762841803510053,-0.0743310320783752,-0.0074107939404793,0.0766730455342828,0.2084616956269126,0.0165898691610999,0.20846169562691264
CPAY,2024-05-09,-0.0060452163493935,-0.0563618885476213,-0.089361170562803,0.2639984814393163,0.228730330639233,0.0653454328606244,0.22873033063923306
CPAY,2024-11-07,0.0796693331370329,0.0904888222576485,0.0165690436371862,0.5156611386017598,0.4539304032851546,0.2911372087637716,0.4539304032851546
