Stock_Name,Earnings_Call_Date,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
WMG,2020-08-05,,,,0.3089134813452138,0.14620657358403,0.3933985210021551
WMG,2020-11-23,,,,0.2343426689607297,-0.0234325014098861,0.2406391386679848
WMG,2021-02-02,-0.00914427809341,-0.050828953803821,-0.1074672817484978,0.3864628566926759,0.3325811921127882,0.3612252978399972
WMG,2021-08-03,-0.049212360739361,-0.0529018893812352,0.1186911504237315,0.5616378507779519,0.3302379118789185,0.3581187787528372
WMG,2021-11-15,-0.0472556622275097,-0.0325930653645672,-0.1037942903929261,0.3348632639332991,0.4675418384010266,0.436737353728502
WMG,2022-02-08,0.0229510410576634,-0.0352193190051406,-0.0305395787415094,0.5870462803948372,0.3759126283056725,0.4485387515710096
WMG,2022-05-10,0.1272961300412049,0.1099914402045838,0.0887751660005537,0.3693188849283858,0.3711935575748782,0.4305950329403978
WMG,2022-08-09,-0.0075975697461502,-0.0138773890956747,0.018715854842168,0.2730176255759518,0.394510479071338,0.3902935139111523
WMG,2022-11-22,0.0634672327342893,0.0936384119325565,0.2722601789920016,0.3549370105963388,0.4261810170467603,0.505331169639619
WMG,2023-02-09,-0.0551929183683229,-0.0819016712506602,-0.1699473697825984,0.1674586946083351,0.1792036798956216,0.3948862900876994
WMG,2023-08-08,0.0213766080835299,0.0422076656820473,0.0240166936040882,0.4390303642755808,0.3450203934985132,0.4032055625088999
WMG,2023-11-16,0.0396635201034489,0.094328013006132,0.1044994322820548,0.5993147208634473,0.3588766894133033,0.3461164563238799
WMG,2024-02-08,0.0216922584316794,-0.0571048023579411,-0.1766763602249439,0.4968132233719489,0.4609394138016661,0.2760848581754387
WMG,2024-05-09,-0.0146933773366936,-0.0626206004192093,-0.0758788599927748,0.448010608972522,0.2903144076610874,0.2898631236103272
WMG,2024-08-07,-0.049203683740827,-0.0067030391088704,0.0741036307588126,0.414807051507752,0.1500611264778596,0.367380815806246
WMG,2024-11-21,0.0335171069013231,0.0343429159524304,0.0333891363469851,0.4564228695998837,0.5873404564329898,0.4502285158060629
