Date,Closing_Price,Stock_Return,Earnings_Call,Market_Return
2019-01-02,61.89,,0,
2019-01-03,59.76,-0.0344158991759573,0,-0.02475667621502542
2019-01-04,62.29,0.0423360107095047,0,0.0343356931888279
2019-01-07,61.36,-0.0149301653555947,0,0.00701043468644591
2019-01-08,61.94,0.0094524119947847,0,0.009695296290921585
2019-01-09,62.95,0.016306102680013,0,0.0040980263439003295
2019-01-10,64.12,0.0185861795075457,0,0.004518445159692908
2019-01-11,64.5,0.0059263880224578,0,-0.00014634296629478794
2019-01-14,64.35,-0.0023255813953488,0,-0.005257562801876614
2019-01-15,64.06,-0.0045066045066043,0,0.010721711756711327
2019-01-16,64.17,0.0017171401810802,0,0.002221966823736654
2019-01-17,65.27,0.017141966651083,0,0.007591452926111408
2019-01-18,66.26,0.0151677646698331,0,0.013183052853609212
2019-01-22,64.45,-0.0273166314518563,0,-0.014157284018107563
2019-01-23,63.63,-0.012723041117145,0,0.0022028941471379238
2019-01-24,63.86,0.0036146471790035,0,0.001375677416909804
2019-01-25,65.0,0.0178515502662073,0,0.0084887201825663
2019-01-28,64.53,-0.0072307692307692,0,-0.0078468605052614
2019-01-29,65.59,0.0164264683093136,0,-0.001456209694195909
2019-01-30,66.98,0.0211922549169081,0,0.015549242424242493
2019-01-31,66.31,-0.01000298596596,0,0.008597377892989533
2019-02-01,65.27,-0.0156839089126828,0,0.000898635405495396
2019-02-04,65.43,0.0024513559062357,0,0.006776204217207926
2019-02-05,65.82,0.005960568546538,0,0.004708481505539597
2019-02-06,66.58,0.011546642357946,0,-0.002224495014062744
2019-02-07,65.48,-0.0165214779212976,0,-0.009357119061652264
2019-02-08,65.68,0.0030543677458767,0,0.0006762624489569102
2019-02-11,66.44,0.0115712545676003,0,0.0007090417596054
2019-02-12,67.83,0.0209211318482842,0,0.012890250202966858
2019-02-13,67.85,0.0002948547840189,0,0.003023976857468691
2019-02-14,67.66,-0.0028002947678702,0,-0.0026516238471793185
2019-02-15,69.02,0.0201005025125629,0,0.010878709851296353
2019-02-19,68.39,-0.0091277890466531,0,0.0014987750396311394
2019-02-20,69.15,0.0111127357800848,0,0.0017771318387196366
2019-02-21,69.38,0.0033261026753432,0,-0.003526412180845262
2019-02-22,69.83,0.0064860190256559,0,0.006411088047050706
2019-02-25,70.26,0.0061578118287271,0,0.0012317960947767492
2019-02-26,70.36,0.0014232849416453,0,-0.0007903837831845228
2019-02-27,71.23,0.0123649801023308,0,-0.0005440423780378456
2019-02-28,70.53,-0.0098273199494595,0,-0.0028255466662847617
2019-03-01,71.29,0.0107755565007798,0,0.0068953381050032014
2019-03-04,71.18,-0.0015429934072099,0,-0.0038806002090102654
2019-03-05,71.13,-0.0007024445068841,0,-0.0011314768996100177
2019-03-06,70.81,-0.0044988050049205,0,-0.0065241159285216455
2019-03-07,70.31,-0.0070611495551475,0,-0.008125710368218741
2019-03-08,70.09,-0.0031290001422272,0,-0.0021317385309919112
2019-03-11,71.78,0.0241118561849051,0,0.014666049353461608
2019-03-12,71.59,-0.002646976873781,0,0.0029533287823806376
2019-03-13,72.17,0.0081016901801926,0,0.006949618845646821
2019-03-14,71.42,-0.0103921296937785,0,-0.0008680432029370966
2019-03-15,71.64,0.0030803696443573,0,0.004984902865607044
2019-03-18,73.12,0.0206588498045785,0,0.0037059607153993035
2019-03-19,73.22,0.0013676148796497,0,-0.0001306063665308388
2019-03-20,72.98,-0.0032777929527451,0,-0.0029443226469249018
2019-03-21,73.98,0.0137023842148533,0,0.010852515552911779
2019-03-22,71.94,-0.0275750202757503,0,-0.018974527826038257
2019-03-25,71.75,-0.002641089797053,0,-0.0008390729493592541
2019-03-26,72.91,0.0161672473867595,0,0.007182778484540853
2019-03-27,72.8,-0.0015087093677136,0,-0.004644380264399728
2019-03-28,73.82,0.0140109890109889,0,0.0035895443381801506
2019-03-29,73.79,-0.0004063939311838,0,0.006734293751598397
2019-04-01,75.21,0.0192437999728958,0,0.01156858594411525
2019-04-02,74.72,-0.0065150910783139,0,1.7438676892522764e-05
2019-04-03,74.39,-0.004416488222698,0,0.0021484075277968806
2019-04-04,74.68,0.0038983734372899,0,0.0020846384074615365
2019-04-05,75.0,0.0042849491162291,0,0.004636398681665099
2019-04-08,75.92,0.0122666666666666,0,0.0010474498226595852
2019-04-09,74.28,-0.0216016859852475,0,-0.0060674708281390766
2019-04-10,74.1,-0.0024232633279483,0,0.0034778681120144483
2019-04-11,75.52,0.0191632928475034,0,3.808587325715429e-05
2019-04-12,76.9,0.0182733050847458,0,0.006609378462220095
2019-04-15,76.43,-0.0061118335500649,0,-0.0006294261903205811
2019-04-16,76.96,0.0069344498233676,0,0.000509364739569973
2019-04-17,77.27,0.0040280665280665,0,-0.002273774879087531
2019-04-18,77.42,0.0019412449851172,0,0.0015790653174507785
2019-04-22,77.94,0.0067166106949108,0,0.001012037741434657
2019-04-23,77.55,-0.0050038491147036,0,0.008841219132246891
2019-04-24,77.55,0.0,0,-0.0021917864252406494
2019-04-25,76.72,-0.0107027724049,0,-0.00036894696387390624
2019-04-26,77.59,0.0113399374348279,0,0.004685305365033532
2019-04-29,78.25,0.008506250805516,0,0.0010714723049920494
2019-04-30,77.86,-0.0049840255591054,0,0.0009514004274504551
2019-05-01,77.75,-0.0014127921911122,0,-0.007502130129708795
2019-05-02,74.25,-0.045016077170418,0,-0.0021239991380873624
2019-05-03,76.82,0.0346127946127945,0,0.00963832295922562
2019-05-06,74.76,-0.0268159333506897,0,-0.004471014787957861
2019-05-07,73.91,-0.0113697164258963,0,-0.016511677868827124
2019-05-08,73.87,-0.0005411987552427,0,-0.0016053813214057522
2019-05-09,73.82,-0.0006768647624205,0,-0.0030214418181440106
2019-05-10,72.98,-0.0113790300731507,0,0.0037203210344445292
2019-05-13,71.7,-0.0175390517950123,0,-0.024130630943291487
2019-05-14,70.49,-0.0168758716875873,0,0.008016017810211773
2019-05-15,71.37,0.0124840402894028,0,0.00583895766667486
2019-05-16,71.19,-0.0025220680958386,0,0.008895249319527565
2019-05-17,70.22,-0.0136255092007304,0,-0.005837319908772343
2019-05-20,69.55,-0.0095414411848476,0,-0.006749360908960611
2019-05-21,70.73,0.0169662113587347,0,0.008495790833841
2019-05-22,70.42,-0.0043828644139686,0,-0.002824365652362215
2019-05-23,69.15,-0.0180346492473728,0,-0.011914139769699683
2019-05-24,69.02,-0.0018799710773681,0,0.001353534780883292
2019-05-28,69.31,0.0042016806722688,0,-0.008375618352052028
2019-05-29,69.28,-0.0004328379743182,0,-0.0069119572935958384
2019-05-30,69.43,0.0021651270207851,0,0.0020984398243635294
2019-05-31,69.51,0.0011522396658505,0,-0.013195355808466647
2019-06-03,70.92,0.0202848511005611,0,-0.0027652013400870645
2019-06-04,72.49,0.0221376198533558,0,0.021432345278653342
2019-06-05,73.88,0.0191750586287764,0,0.008161896642135735
2019-06-06,74.13,0.0033838657282079,0,0.006135555437609463
2019-06-07,74.51,0.0051261297720222,0,0.010497663083042452
2019-06-10,75.28,0.0103341833310963,0,0.0046600819951694294
2019-06-11,74.93,-0.0046493092454834,0,-0.00034987685027698667
2019-06-12,75.12,0.0025356999866541,0,-0.002037619727485618
2019-06-13,75.95,0.0110489882854099,0,0.004097449858325275
2019-06-14,75.94,-0.0001316655694536,0,-0.0016115422390061696
2019-06-17,75.43,-0.0067158282854884,0,0.0009317695307899942
2019-06-18,76.04,0.0080869680498474,0,0.009717372571954597
2019-06-19,76.36,0.0042083114150446,0,0.002985176934281464
2019-06-20,78.02,0.0217391304347824,0,0.009472195075278522
2019-06-21,76.57,-0.0185849782107152,0,-0.0012592326804730103
2019-06-24,76.89,0.0041791824474337,0,-0.001731933325650914
2019-06-25,76.39,-0.006502796202367,0,-0.009496324715228988
2019-06-26,76.16,-0.0030108652965048,0,-0.0012339839170762978
2019-06-27,76.67,0.0066964285714286,0,0.003823212459416858
2019-06-28,78.33,0.0216512325551061,0,0.005757422425228809
2019-07-01,79.06,0.0093195455125749,0,0.007672277820080398
2019-07-02,77.89,-0.0147988869213255,0,0.0029281490252435205
2019-07-03,78.04,0.0019257927846965,0,0.007672358989710748
2019-07-05,77.59,-0.0057662737057919,0,-0.0018058494836139527
2019-07-08,76.52,-0.0137904369119732,0,-0.004835457345313876
2019-07-09,75.84,-0.0088865656037636,0,0.0012365799156572876
2019-07-10,75.29,-0.0072521097046412,0,0.004510627158405667
2019-07-11,76.0,0.0094302032142381,0,0.002285278994477169
2019-07-12,77.27,0.0167105263157893,0,0.004620138604158219
2019-07-15,76.71,-0.0072473146111039,0,0.00017585947169163063
2019-07-16,77.38,0.008734193716595,0,-0.0034037753375577573
2019-07-17,76.14,-0.0160248126130782,0,-0.006531204644412147
2019-07-18,75.36,-0.0102442868400315,0,0.0035819355184592006
2019-07-19,75.74,0.0050424628450105,0,-0.0061767347442999165
2019-07-22,75.23,-0.0067335621864271,0,0.0028287212634507952
2019-07-23,76.59,0.0180778944569985,0,0.006847502370160408
2019-07-24,77.12,0.0069199634417025,0,0.00468811866363672
2019-07-25,76.49,-0.0081690871369295,0,-0.00526235610486292
2019-07-26,76.31,-0.0023532487906915,0,0.007387629133693174
2019-07-29,75.76,-0.0072074433232866,0,-0.00161606948107329
2019-07-30,75.97,0.0027719112988382,0,-0.002578641959370631
2019-07-31,75.2,-0.010135579834145,0,-0.010885509660889747
2019-08-01,73.81,-0.0184840425531914,0,-0.008998852495319398
2019-08-02,72.61,-0.016257959626067,0,-0.0072827367651240316
2019-08-05,69.87,-0.0377358490566036,0,-0.02977780051499812
2019-08-06,71.01,0.0163160154572779,0,0.013017006826634425
2019-08-07,71.2,0.002675679481763,0,0.0007668897934256513
2019-08-08,72.31,0.0155898876404494,0,0.01876226603513209
2019-08-09,71.95,-0.0049785645138984,0,-0.006616543400644659
2019-08-12,70.95,-0.0138985406532313,0,-0.0123173384955374
2019-08-13,72.15,0.0169133192389006,0,0.015131647413882954
2019-08-14,70.13,-0.0279972279972281,0,-0.02929276360753441
2019-08-15,70.38,0.0035648082133181,0,0.002464268112370549
2019-08-16,71.71,0.0188974140380788,0,0.014426183452732166
2019-08-19,72.02,0.0043229675080185,0,0.012105875347909967
2019-08-20,71.22,-0.0111080255484586,0,-0.007914764079147596
2019-08-21,71.15,-0.0009828699803424,0,0.008246825558263726
2019-08-22,70.78,-0.0052002810962755,0,-0.0005060815269983809
2019-08-23,69.06,-0.024300649901102,0,-0.025946389777450785
2019-08-26,69.36,0.0043440486533448,0,0.010983067039910699
2019-08-27,69.57,0.0030276816608996,0,-0.0032031906836484936
2019-08-28,70.46,0.0127928704901538,0,0.006545469754213773
2019-08-29,71.78,0.0187340334941812,0,0.012687244194824032
2019-08-30,71.98,0.0027862914460852,0,0.0006428273461489553
2019-09-03,70.13,-0.0257015837732704,0,-0.006899120439028739
2019-09-04,70.76,0.0089833166975619,0,0.010842075925499017
2019-09-05,73.05,0.0323629169022046,0,0.013009823744460025
2019-09-06,73.66,0.0083504449007529,0,0.0009106182795699524
2019-09-09,72.82,-0.011403746945425,0,-9.400042300200528e-05
2019-09-10,73.62,0.0109859928591047,0,0.00032231746255573235
2019-09-11,74.5,0.0119532735669654,0,0.0072296678179091245
2019-09-12,73.36,-0.0153020134228187,0,0.0028791074766822966
2019-09-13,73.92,0.0076335877862596,0,-0.0007243559711188619
2019-09-16,73.35,-0.007711038961039,0,-0.0031356092824674775
2019-09-17,73.6,0.0034083162917519,0,0.002581755593803692
2019-09-18,73.66,0.0008152173913043,0,0.0003426822370828919
2019-09-19,73.24,-0.0057018734727124,0,1.9955233758972568e-05
2019-09-20,72.8,-0.00600764609503,0,-0.004895586322955614
2019-09-23,72.86,0.0008241758241758,0,-9.69228661094057e-05
2019-09-24,72.22,-0.0087839692561075,0,-0.00841639425358831
2019-09-25,73.82,0.0221545278316255,0,0.006158565361019441
2019-09-26,74.54,0.0097534543484152,0,-0.0024289165022262083
2019-09-27,75.29,0.0100617118325732,0,-0.005316326462073695
2019-09-30,74.81,-0.0063753486518794,0,0.005047623227845355
2019-10-01,72.19,-0.035022055874883,0,-0.012258376613342059
2019-10-02,70.1,-0.0289513783072448,0,-0.01790323952044892
2019-10-03,70.58,0.0068473609129815,0,0.007971990677411389
2019-10-04,71.38,0.0113346557098328,0,0.014216853396000317
2019-10-07,71.01,-0.0051835247968616,0,-0.004478304612789308
2019-10-08,69.0,-0.0283058724123363,0,-0.015560826054260457
2019-10-09,70.07,0.0155072463768115,0,0.009104546742895181
2019-10-10,70.87,0.0114171542742973,0,0.00641570185654583
2019-10-11,72.94,0.0292084097643572,0,0.010938930544257763
2019-10-14,72.36,-0.0079517411571153,0,-0.001387079289088211
2019-10-15,73.31,0.0131288004422334,0,0.009955666436289423
2019-10-16,73.46,0.0020461055790477,0,-0.0019995460129251796
2019-10-17,74.05,0.0080315818132317,0,0.002762828253096483
2019-10-18,74.96,0.0122889939230248,0,-0.003919344885671916
2019-10-21,76.12,0.0154749199573107,0,0.006871609403255041
2019-10-22,76.36,0.0031529164477139,0,-0.0035686728395061262
2019-10-23,76.67,0.0040597171293872,0,0.002847139009142241
2019-10-24,77.03,0.0046954480239989,0,0.001920439870594981
2019-10-25,78.27,0.0160976243022199,0,0.004072697314876805
2019-10-28,78.96,0.0088156381755462,0,0.00558137996062924
2019-10-29,79.65,0.0087386018237083,0,-0.0008323956544341593
2019-10-30,79.21,-0.0055241682360327,0,0.0032533282404039188
2019-10-31,72.26,-0.0877414467870216,0,-0.0030228734036372717
2019-11-01,74.55,0.0316911154165513,0,0.009662360578885698
2019-11-04,74.11,-0.0059020791415157,0,0.00370405391746087
2019-11-05,75.07,0.0129537174470379,0,-0.001185730946278274
2019-11-06,73.69,-0.0183828426801651,0,0.0007025258405917167
2019-11-07,72.86,-0.0112634007327995,0,0.0027301269509030224
2019-11-08,72.87,0.0001372495196267,0,0.002560628553277322
2019-11-11,71.43,-0.0197612186084807,0,-0.001962445200253349
2019-11-12,72.22,0.0110597788044237,0,0.001564620781921544
2019-11-13,71.4,-0.0113541955137079,0,0.0007115504036430131
2019-11-14,72.09,0.0096638655462184,0,0.0008370932502488326
2019-11-15,73.07,0.0135941184630321,0,0.007695462486638771
2019-11-18,72.85,-0.0030108115505679,0,0.0005031309486422941
2019-11-19,73.5,0.0089224433768018,0,-0.000592563172038818
2019-11-20,73.0,-0.0068027210884353,0,-0.0037561935529359936
2019-11-21,72.96,-0.0005479452054795,0,-0.0015827773238195064
2019-11-22,72.45,-0.0069901315789472,0,0.0021749357185665286
2019-11-25,72.17,-0.0038647342995169,0,0.007507338543994324
2019-11-26,72.7,0.0073437716502702,0,0.0021955297992111156
2019-11-27,73.13,0.0059147180192571,0,0.00417446792250975
2019-11-29,73.04,-0.0012306850813618,0,-0.004011250527170329
2019-12-02,72.13,-0.0124589266155532,0,-0.008631064190157245
2019-12-03,71.18,-0.0131706640787465,0,-0.006638042050567283
2019-12-04,71.03,-0.0021073335206519,0,0.006323548428811776
2019-12-05,70.59,-0.0061945656764746,0,0.001500276282141666
2019-12-06,70.97,0.0053831987533643,0,0.009135730393304842
2019-12-09,71.05,0.0011272368606454,0,-0.00316283682622831
2019-12-10,71.43,0.0053483462350458,0,-0.0010969527672547441
2019-12-11,72.39,0.0134397312053757,0,0.0029082017034209873
2019-12-12,73.18,0.0109131095455174,0,0.008575166394515055
2019-12-13,73.23,0.00068324678874,0,7.258794976916505e-05
2019-12-16,72.82,-0.005598798306705,0,0.007147816208028068
2019-12-17,73.48,0.0090634441087615,0,0.00033527080167328194
2019-12-18,73.41,-0.0009526401741971,0,-0.000432260408705365
2019-12-19,73.11,-0.0040866366979974,0,0.004459221469443442
2019-12-20,74.07,0.013130898645876,0,0.0049448269622538454
2019-12-23,74.39,0.0043202376130688,0,0.0008661314657181229
2019-12-24,74.1,-0.00389837343729,0,-0.0001954088231737039
2019-12-26,74.06,-0.0005398110661267,0,0.005128157399996169
