Date,Market_Closing_Price,Market_Return
2019-08-14,2840.6,-0.02929276360753441
2019-08-15,2847.6,0.002464268112370549
2019-08-16,2888.68,0.014426183452732166
2019-08-19,2923.65,0.012105875347909967
2019-08-20,2900.51,-0.007914764079147596
2019-08-21,2924.43,0.008246825558263726
2019-08-22,2922.95,-0.0005060815269983809
2019-08-23,2847.11,-0.025946389777450785
2019-08-26,2878.38,0.010983067039910699
2019-08-27,2869.16,-0.0032031906836484936
2019-08-28,2887.94,0.006545469754213773
2019-08-29,2924.58,0.012687244194824032
2019-08-30,2926.46,0.0006428273461489553
2019-09-03,2906.27,-0.006899120439028739
2019-09-04,2937.78,0.010842075925499017
2019-09-05,2976.0,0.013009823744460025
2019-09-06,2978.71,0.0009106182795699524
2019-09-09,2978.43,-9.400042300200528e-05
2019-09-10,2979.39,0.00032231746255573235
2019-09-11,3000.93,0.0072296678179091245
2019-09-12,3009.57,0.0028791074766822966
2019-09-13,3007.39,-0.0007243559711188619
2019-09-16,2997.96,-0.0031356092824674775
2019-09-17,3005.7,0.002581755593803692
2019-09-18,3006.73,0.0003426822370828919
2019-09-19,3006.79,1.9955233758972568e-05
2019-09-20,2992.07,-0.004895586322955614
2019-09-23,2991.78,-9.69228661094057e-05
2019-09-24,2966.6,-0.00841639425358831
2019-09-25,2984.87,0.006158565361019441
2019-09-26,2977.62,-0.0024289165022262083
2019-09-27,2961.79,-0.005316326462073695
2019-09-30,2976.74,0.005047623227845355
2019-10-01,2940.25,-0.012258376613342059
2019-10-02,2887.61,-0.01790323952044892
2019-10-03,2910.63,0.007971990677411389
2019-10-04,2952.01,0.014216853396000317
2019-10-07,2938.79,-0.004478304612789308
2019-10-08,2893.06,-0.015560826054260457
2019-10-09,2919.4,0.009104546742895181
2019-10-10,2938.13,0.00641570185654583
2019-10-11,2970.27,0.010938930544257763
2019-10-14,2966.15,-0.001387079289088211
2019-10-15,2995.68,0.009955666436289423
2019-10-16,2989.69,-0.0019995460129251796
2019-10-17,2997.95,0.002762828253096483
2019-10-18,2986.2,-0.003919344885671916
2019-10-21,3006.72,0.006871609403255041
2019-10-22,2995.99,-0.0035686728395061262
2019-10-23,3004.52,0.002847139009142241
2019-10-24,3010.29,0.001920439870594981
2019-10-25,3022.55,0.004072697314876805
2019-10-28,3039.42,0.00558137996062924
2019-10-29,3036.89,-0.0008323956544341593
2019-10-30,3046.77,0.0032533282404039188
2019-10-31,3037.56,-0.0030228734036372717
2019-11-01,3066.91,0.009662360578885698
2019-11-04,3078.27,0.00370405391746087
2019-11-05,3074.62,-0.001185730946278274
2019-11-06,3076.78,0.0007025258405917167
2019-11-07,3085.18,0.0027301269509030224
2019-11-08,3093.08,0.002560628553277322
2019-11-11,3087.01,-0.001962445200253349
2019-11-12,3091.84,0.001564620781921544
2019-11-13,3094.04,0.0007115504036430131
2019-11-14,3096.63,0.0008370932502488326
2019-11-15,3120.46,0.007695462486638771
2019-11-18,3122.03,0.0005031309486422941
2019-11-19,3120.18,-0.000592563172038818
2019-11-20,3108.46,-0.0037561935529359936
2019-11-21,3103.54,-0.0015827773238195064
2019-11-22,3110.29,0.0021749357185665286
2019-11-25,3133.64,0.007507338543994324
2019-11-26,3140.52,0.0021955297992111156
2019-11-27,3153.63,0.00417446792250975
2019-11-29,3140.98,-0.004011250527170329
2019-12-02,3113.87,-0.008631064190157245
2019-12-03,3093.2,-0.006638042050567283
2019-12-04,3112.76,0.006323548428811776
2019-12-05,3117.43,0.001500276282141666
2019-12-06,3145.91,0.009135730393304842
2019-12-09,3135.96,-0.00316283682622831
2019-12-10,3132.52,-0.0010969527672547441
2019-12-11,3141.63,0.0029082017034209873
2019-12-12,3168.57,0.008575166394515055
2019-12-13,3168.8,7.258794976916505e-05
2019-12-16,3191.45,0.007147816208028068
2019-12-17,3192.52,0.00033527080167328194
2019-12-18,3191.14,-0.000432260408705365
2019-12-19,3205.37,0.004459221469443442
2019-12-20,3221.22,0.0049448269622538454
2019-12-23,3224.01,0.0008661314657181229
2019-12-24,3223.38,-0.0001954088231737039
2019-12-26,3239.91,0.005128157399996169
2019-12-27,3240.02,3.395156038288327e-05
2019-12-30,3221.29,-0.005780828513404224
2019-12-31,3230.78,0.002946024729223451
2020-01-02,3257.85,0.008378781594537532
2020-01-03,3234.85,-0.007059870773669763
2020-01-06,3246.28,0.0035333941295578875
2020-01-07,3237.18,-0.0028032085956850583
2020-01-08,3253.05,0.0049024150649641385
2020-01-09,3274.7,0.006655292725288531
2020-01-10,3265.35,-0.0028552233792408233
2020-01-13,3288.13,0.006976281256220629
2020-01-14,3283.15,-0.0015145386587512855
2020-01-15,3289.29,0.001870155186330269
2020-01-16,3316.81,0.00836654718799501
2020-01-17,3329.62,0.003862144651035182
2020-01-21,3320.79,-0.002651954277064661
2020-01-22,3321.75,0.0002890878375325645
2020-01-23,3325.54,0.0011409648528637462
2020-01-24,3295.47,-0.009042140524546438
2020-01-27,3243.63,-0.015730684849202037
2020-01-28,3276.24,0.010053551114029613
2020-01-29,3273.4,-0.0008668473616095795
2020-01-30,3283.66,0.003134355715769477
2020-01-31,3225.52,-0.017705852615678808
2020-02-03,3248.92,0.0072546442124061805
2020-02-04,3297.59,0.014980362705145023
2020-02-05,3334.69,0.011250640619361318
2020-02-06,3345.78,0.0033256464618900416
2020-02-07,3327.71,-0.005400833288500828
2020-02-10,3352.09,0.007326359568592178
2020-02-11,3357.75,0.0016884988171557147
2020-02-12,3379.45,0.0064626610081155444
2020-02-13,3373.94,-0.0016304428235363044
2020-02-14,3380.16,0.0018435419717006685
2020-02-18,3370.29,-0.0029199801192842934
2020-02-19,3386.15,0.004705826501577137
2020-02-20,3373.23,-0.0038155427255142094
2020-02-21,3337.75,-0.010518108756295885
2020-02-24,3225.89,-0.0335135944873044
2020-02-25,3128.21,-0.030280015747592093
2020-02-26,3116.39,-0.003778518705585654
2020-02-27,2978.76,-0.044163278665378725
2020-02-28,2954.22,-0.008238327357692588
2020-03-02,3090.23,0.04603922524388837
2020-03-03,3003.37,-0.028107940185681968
2020-03-04,3130.12,0.042202592421180185
2020-03-05,3023.94,-0.03392202215889484
2020-03-06,2972.37,-0.017053909799797706
2020-03-09,2746.56,-0.07596968075979771
2020-03-10,2882.23,0.04939633578003022
2020-03-11,2741.38,-0.048868410917935035
2020-03-12,2480.64,-0.09511268047479748
2020-03-13,2711.02,0.0928711945304439
2020-03-16,2386.13,-0.11984050283657066
2020-03-17,2529.19,0.05995482224354909
2020-03-18,2398.1,-0.05183082330706679
2020-03-19,2409.39,0.004707893749218206
2020-03-20,2304.92,-0.043359522534749395
2020-03-23,2237.4,-0.02929385835517062
2020-03-24,2447.33,0.09382765710199337
2020-03-25,2475.56,0.011535019797084933
2020-03-26,2630.07,0.06241416083633622
2020-03-27,2541.47,-0.0336873163071707
2020-03-30,2626.65,0.03351603599491648
2020-03-31,2584.59,-0.0160127919593398
2020-04-01,2470.5,-0.04414239782712159
2020-04-02,2526.9,0.022829386763812964
2020-04-03,2488.65,-0.015137124539950086
2020-04-06,2663.68,0.07033130412070787
2020-04-07,2659.41,-0.0016030454108602044
2020-04-08,2749.98,0.03405642604938697
2020-04-09,2789.82,0.01448737809002254
2020-04-13,2761.63,-0.010104594561656355
2020-04-14,2846.06,0.030572524197665762
2020-04-15,2783.36,-0.022030456139364496
2020-04-16,2799.55,0.005816710738100639
2020-04-17,2874.56,0.026793591827257934
2020-04-20,2823.16,-0.017880997439608137
2020-04-21,2736.56,-0.030674846625766805
2020-04-22,2799.31,0.02293024819481393
2020-04-23,2797.8,-0.000539418642451106
2020-04-24,2836.74,0.01391807849024218
2020-04-27,2878.48,0.014714073196697708
2020-04-28,2863.39,-0.005242350129234907
2020-04-29,2939.51,0.026583874358714787
2020-04-30,2912.43,-0.009212419757034462
2020-05-01,2830.71,-0.028059043479156554
2020-05-04,2842.74,0.004249817183674676
2020-05-05,2868.44,0.009040573531170715
2020-05-06,2848.42,-0.006979403438802989
2020-05-07,2881.19,0.011504623615899323
2020-05-08,2929.8,0.016871501011734846
2020-05-11,2930.19,0.0001331148883882971
2020-05-12,2870.12,-0.020500377108651713
2020-05-13,2820.0,-0.017462684487059787
2020-05-14,2852.5,0.01152482269503552
2020-05-15,2863.7,0.003926380368098004
2020-05-18,2953.91,0.03150120473513285
2020-05-19,2922.94,-0.010484408800538914
2020-05-20,2971.61,0.01665104312780974
2020-05-21,2948.51,-0.007773563825670182
2020-05-22,2955.45,0.002353731206609311
2020-05-26,2991.77,0.012289160703107926
2020-05-27,3036.13,0.014827343010993532
2020-05-28,3029.73,-0.0021079466294262605
2020-05-29,3044.31,0.004812310007822562
2020-06-01,3055.73,0.0037512605483673855
2020-06-02,3080.82,0.00821080396500995
2020-06-03,3122.87,0.013648963587616247
2020-06-04,3112.35,-0.0033686961032639573
2020-06-05,3193.93,0.02621170498176606
2020-06-08,3232.39,0.012041591393674889
2020-06-09,3207.18,-0.007799182648133396
2020-06-10,3190.14,-0.0053130787794885
2020-06-11,3002.1,-0.058944121574601716
2020-06-12,3041.31,0.013060857399820103
2020-06-15,3066.59,0.008312207568449193
2020-06-16,3124.74,0.018962430582503575
2020-06-17,3113.49,-0.0036002995449221364
2020-06-18,3115.34,0.000594188515139038
2020-06-19,3097.74,-0.005649463621948292
2020-06-22,3117.86,0.006495057687217143
2020-06-23,3131.29,0.004307441642665166
2020-06-24,3050.33,-0.025855158736495243
2020-06-25,3083.76,0.01095946995898811
2020-06-26,3009.05,-0.024226917788673585
2020-06-29,3053.24,0.01468569814393228
2020-06-30,3100.29,0.015409859690034278
2020-07-01,3115.86,0.005022110834792981
2020-07-02,3130.01,0.004541282342595654
2020-07-06,3179.72,0.0158817383970018
2020-07-07,3145.32,-0.010818562640735552
2020-07-08,3169.94,0.007827502448081614
2020-07-09,3152.05,-0.005643639942711776
2020-07-10,3185.04,0.01046620453355751
2020-07-13,3155.22,-0.009362519779971379
2020-07-14,3197.52,0.013406355182839835
2020-07-15,3226.56,0.00908203857989931
2020-07-16,3215.57,-0.0034061043340275488
2020-07-17,3224.73,0.00284863958800452
2020-07-20,3251.84,0.008406905384326757
2020-07-21,3257.3,0.0016790493997245193
2020-07-22,3276.02,0.005747091149111094
2020-07-23,3235.66,-0.012319827107282633
2020-07-24,3215.63,-0.0061903908321639944
2020-07-27,3239.41,0.007395129414764723
2020-07-28,3218.44,-0.006473401020556158
2020-07-29,3258.44,0.012428381451883519
2020-07-30,3246.22,-0.0037502608610255894
2020-07-31,3271.12,0.007670459796317086
2020-08-03,3294.61,0.007181026681992719
2020-08-04,3306.51,0.0036119601409574376
2020-08-05,3327.77,0.0064297401187354275
2020-08-06,3349.16,0.006427727877827971
2020-08-07,3351.28,0.0006329945419150107
2020-08-10,3360.47,0.0027422358024395965
2020-08-11,3333.69,-0.007969123366671882
2020-08-12,3380.35,0.013996502374245878
2020-08-13,3373.43,-0.0020471252976762555
2020-08-14,3372.85,-0.00017193183199293305
2020-08-17,3381.99,0.0027098744385312123
2020-08-18,3389.78,0.0023033775972136628
2020-08-19,3374.85,-0.004404415625792857
2020-08-20,3385.51,0.0031586589033587575
2020-08-21,3397.16,0.0034411358997610275
2020-08-24,3431.28,0.01004368354743379
2020-08-25,3443.62,0.003596325569466652
2020-08-26,3478.73,0.010195666188487662
2020-08-27,3484.55,0.0016730243508407128
2020-08-28,3508.01,0.006732576659826961
2020-08-31,3500.31,-0.0021949766391772263
2020-09-01,3526.65,0.00752504778148233
2020-09-02,3580.84,0.015365857116526938
2020-09-03,3455.06,-0.03512583639592948
2020-09-04,3426.96,-0.008132999137496877
2020-09-08,3331.84,-0.027756378831384043
2020-09-09,3398.96,0.020145024971186976
2020-09-10,3339.19,-0.017584790641843373
2020-09-11,3340.97,0.0005330634075928486
2020-09-14,3383.54,0.01274180851668838
2020-09-15,3401.2,0.005219385613883576
2020-09-16,3385.49,-0.004618958014818264
2020-09-17,3357.01,-0.00841237162124231
2020-09-18,3319.47,-0.01118257020384228
2020-09-21,3281.06,-0.011571124305988612
2020-09-22,3315.57,0.010517942372282096
2020-09-23,3236.92,-0.02372141140135786
2020-09-24,3246.59,0.002987407782707008
2020-09-25,3298.46,0.015976763311659203
2020-09-28,3351.6,0.016110548559024496
2020-09-29,3335.47,-0.004812626805108078
2020-09-30,3363.0,0.008253709372292528
2020-10-01,3380.8,0.005292893250074426
2020-10-02,3348.42,-0.009577614765735931
2020-10-05,3408.6,0.017972655760030154
2020-10-06,3360.97,-0.01397347884762079
2020-10-07,3419.44,0.017396763434365692
2020-10-08,3446.83,0.008010083522448141
2020-10-09,3477.14,0.008793587151092463
2020-10-12,3534.22,0.016415789988323715
2020-10-13,3511.93,-0.006306907889152336
2020-10-14,3488.67,-0.006623138843883547
2020-10-15,3483.34,-0.0015278028589691406
2020-10-16,3483.81,0.00013492797142955482
2020-10-19,3426.92,-0.016329822808936134
2020-10-20,3443.12,0.0047272769717412455
2020-10-21,3435.56,-0.002195682985199454
2020-10-22,3453.49,0.005218945382994278
2020-10-23,3465.39,0.0034457896215134287
2020-10-26,3400.97,-0.01858953826264864
2020-10-27,3390.68,-0.0030256074002417144
2020-10-28,3271.03,-0.03528790685054317
2020-10-29,3310.11,0.011947307117329942
2020-10-30,3269.96,-0.012129506270184387
2020-11-02,3310.24,0.01231819349472163
2020-11-03,3369.16,0.017799313644932147
2020-11-04,3443.44,0.022047038430944355
2020-11-05,3510.45,0.019460190971818836
2020-11-06,3509.44,-0.00028771240154390476
2020-11-09,3550.5,0.011699872344305584
2020-11-10,3545.53,-0.001399802844669673
2020-11-11,3572.66,0.007651888434169196
2020-11-12,3537.01,-0.009978559392721298
2020-11-13,3585.15,0.013610365817456005
2020-11-16,3626.91,0.011648048198820149
2020-11-17,3609.53,-0.004791957892531062
2020-11-18,3567.79,-0.01156383241031389
2020-11-19,3581.87,0.003946420613320845
2020-11-20,3557.54,-0.0067925413261787915
2020-11-23,3577.59,0.00563591695385024
2020-11-24,3635.41,0.016161717804443754
2020-11-25,3629.65,-0.0015844155129681736
2020-11-27,3638.35,0.0023969253233782073
2020-11-30,3621.63,-0.0045954897137437944
2020-12-01,3662.45,0.011271167954760575
2020-12-02,3669.01,0.0017911507324332998
2020-12-03,3666.72,-0.0006241465681479097
2020-12-04,3699.12,0.008836235109307422
2020-12-07,3691.96,-0.0019355954929820562
2020-12-08,3702.25,0.002787137455443789
2020-12-09,3672.82,-0.007949220068876994
2020-12-10,3668.1,-0.0012851160688518437
2020-12-11,3663.46,-0.001264960061067022
2020-12-14,3647.49,-0.004359266922526861
2020-12-15,3694.62,0.012921214314501217
2020-12-16,3701.17,0.0017728480872187813
2020-12-17,3722.48,0.005757638800703457
2020-12-18,3709.41,-0.0035111001267972286
2020-12-21,3694.92,-0.003906281591951277
2020-12-22,3687.26,-0.0020731166033364223
2020-12-23,3690.01,0.0007458112528002658
2020-12-24,3703.06,0.0035365757816374632
2020-12-28,3735.36,0.008722515973276224
2020-12-29,3727.04,-0.0022273622890431888
2020-12-30,3732.04,0.0013415471795312772
2020-12-31,3756.07,0.00643883774021714
2021-01-04,3700.65,-0.01475478359029514
2021-01-05,3726.86,0.007082539553862066
2021-01-06,3748.14,0.005709900559720538
2021-01-07,3803.79,0.01484736429268918
2021-01-08,3824.68,0.005491890982414871
2021-01-11,3799.61,-0.006554796741165214
2021-01-12,3801.19,0.0004158321511944507
2021-01-13,3809.84,0.0022756031663768717
2021-01-14,3795.54,-0.003753438464607517
2021-01-15,3768.25,-0.00719001775768402
2021-01-19,3798.91,0.008136402839514334
2021-01-20,3851.85,0.013935576257400273
2021-01-21,3853.07,0.0003167309215053038
2021-01-22,3841.47,-0.0030105863636010755
2021-01-25,3855.36,0.003615803325289546
2021-01-26,3849.62,-0.0014888363213811928
2021-01-27,3750.77,-0.025677859113367063
2021-01-28,3787.38,0.009760662477304782
2021-01-29,3714.24,-0.019311502938707092
2021-02-01,3773.86,0.01605173602136656
2021-02-02,3826.31,0.013898236818535858
2021-02-03,3830.17,0.001008804827627774
2021-02-04,3871.74,0.01085330416143404
2021-02-05,3886.83,0.003897472454245321
2021-02-08,3915.59,0.007399345996609075
2021-02-09,3911.23,-0.0011134975827398197
2021-02-10,3909.88,-0.0003451599624669788
2021-02-11,3916.38,0.0016624551137118804
2021-02-12,3934.83,0.004710983101741784
2021-02-16,3932.59,-0.0005692749114954987
2021-02-17,3931.33,-0.0003203995331321208
2021-02-18,3913.97,-0.004415808390544673
2021-02-19,3906.71,-0.0018548941356217874
2021-02-22,3876.5,-0.007732849379657014
2021-02-23,3881.37,0.0012562878885591378
2021-02-24,3925.43,0.01135166191319037
2021-02-25,3829.34,-0.024478846903396523
2021-02-26,3811.15,-0.004750165824920272
2021-03-01,3901.82,0.023790719336683086
2021-03-02,3870.29,-0.008080844323930969
2021-03-03,3819.72,-0.01306620434127681
2021-03-04,3768.47,-0.013417213827191521
2021-03-05,3841.94,0.019495975820425837
2021-03-08,3821.35,-0.005359271617984662
2021-03-09,3875.44,0.014154683554241432
2021-03-10,3898.81,0.006030283013025661
2021-03-11,3939.34,0.010395479646353678
2021-03-12,3943.34,0.0010153985185334946
2021-03-15,3968.94,0.006491958593476621
2021-03-16,3962.71,-0.0015696886322292825
2021-03-17,3974.12,0.0028793426720601367
2021-03-18,3915.46,-0.014760500437832724
2021-03-19,3913.1,-0.0006027388863633076
2021-03-22,3940.59,0.0070251207482558975
2021-03-23,3910.52,-0.0076308370066411335
2021-03-24,3889.14,-0.005467303581109473
2021-03-25,3909.52,0.00524023305923671
2021-03-26,3974.54,0.016631197691788335
2021-03-29,3971.09,-0.0008680249789911887
2021-03-30,3958.55,-0.003157823166939022
2021-03-31,3972.89,0.003622538555784205
2021-04-01,4019.87,0.011825144919693331
2021-04-05,4077.91,0.014438277854756487
2021-04-06,4073.94,-0.0009735379152555623
2021-04-07,4079.95,0.0014752303666720756
2021-04-08,4097.17,0.004220639958823158
2021-04-09,4128.8,0.007719962803593772
2021-04-12,4127.99,-0.000196182910288778
2021-04-13,4141.59,0.00329458162447116
2021-04-14,4124.66,-0.0040878020277237415
2021-04-15,4170.42,0.011094247768300924
2021-04-16,4185.47,0.0036087492386858155
2021-04-19,4163.26,-0.005306453038726788
2021-04-20,4134.94,-0.006802361610853236
2021-04-21,4173.42,0.009306060063749566
2021-04-22,4134.98,-0.009210671343885979
2021-04-23,4180.17,0.010928710658818286
2021-04-26,4187.62,0.001782224167916624
2021-04-27,4186.72,-0.0002149192142553158
2021-04-28,4183.18,-0.0008455306301830001
2021-04-29,4211.47,0.006762797680233579
2021-04-30,4181.17,-0.007194637501869883
2021-05-03,4192.66,0.0027480346410215795
2021-05-04,4164.66,-0.006678337857112138
2021-05-05,4167.59,0.0007035388242977447
2021-05-06,4201.62,0.008165390549454088
2021-05-07,4232.6,0.007373346471123199
2021-05-10,4188.43,-0.010435666020885526
2021-05-11,4152.1,-0.008673894514173552
2021-05-12,4063.04,-0.021449387057151936
2021-05-13,4112.5,0.012173151138064053
2021-05-14,4173.85,0.014917933130699224
2021-05-17,4163.29,-0.0025300382141189015
2021-05-18,4127.83,-0.008517302421882755
2021-05-19,4115.68,-0.0029434351705374118
2021-05-20,4159.12,0.010554756443649449
2021-05-21,4155.86,-0.0007838196541576359
2021-05-24,4197.05,0.009911305963146155
2021-05-25,4188.13,-0.002125302295660103
2021-05-26,4195.99,0.001876732575158746
2021-05-27,4200.88,0.0011653983922745859
2021-05-28,4204.11,0.0007688865190149663
2021-06-01,4202.04,-0.0004923753184382651
2021-06-02,4208.12,0.0014469162597214869
2021-06-03,4192.85,-0.003628698801364849
2021-06-04,4229.89,0.00883408659980689
2021-06-07,4226.52,-0.0007967110255822085
2021-06-08,4227.26,0.00017508493985585183
2021-06-09,4219.55,-0.0018238764589828538
2021-06-10,4239.18,0.004652154850635748
2021-06-11,4247.44,0.0019484900381676606
2021-06-14,4255.15,0.0018152110447704484
2021-06-15,4246.59,-0.0020116799642784233
2021-06-16,4223.7,-0.005390207201542929
2021-06-17,4221.86,-0.0004356370007340127
2021-06-18,4166.45,-0.013124547000611053
2021-06-21,4224.79,0.01400232812106239
2021-06-22,4246.44,0.005124515064653945
2021-06-23,4241.84,-0.0010832603310065858
2021-06-24,4266.49,0.005811157422250579
2021-06-25,4280.7,0.003330606657931945
2021-06-28,4290.61,0.0023150419323942906
2021-06-29,4291.8,0.00027734984069871516
2021-06-30,4297.5,0.001328114078009257
2021-07-01,4319.94,0.005221640488656032
2021-07-02,4352.34,0.0075001041681135305
2021-07-06,4343.54,-0.002021900862524517
2021-07-07,4358.13,0.003359011313352811
2021-07-08,4320.82,-0.00856101125941644
2021-07-09,4369.55,0.01127795187024705
2021-07-12,4384.63,0.0034511562975592103
2021-07-13,4369.21,-0.003516830382495284
2021-07-14,4374.3,0.0011649703264435818
2021-07-15,4360.03,-0.0032622362435132946
2021-07-16,4327.16,-0.007538938952254881
2021-07-19,4258.49,-0.015869531055010655
2021-07-20,4323.06,0.01516265155019747
