Earnings_Call_Date,Earnings_Surprise,Firm_Size,method_2,CAR_3_Days,CAR_10_Days,CAR_30_Days,Category
2020-01-08,-0.01083256116672476,-0.20857029155251985,1.7660574370195312,-0.0142713843423964,0.0102209308366083,0.0834064682961199,Bullish
2020-01-08,-0.019334847935870578,-0.33814136490507746,0.07158870145028713,-0.0083483420473426,-0.0266771591781528,-0.0592656563307502,Neutral
2020-01-22,-0.00438689522283441,-0.3392188968363484,0.2820625810114196,0.0947072004909079,0.0894485135899037,0.0497959466758601,Bullish
2020-01-23,-0.02205815915889336,-0.3229953817248111,-1.021320544530877,0.0171264120283269,0.0262102419425098,-0.0549719042624666,Neutral
2020-01-24,-0.020146604165810066,-0.12492948063882318,0.15380053830996557,-0.0212775219900936,0.0166545235818718,-0.0133648916640331,Bearish
2020-01-27,-0.011253717893639917,-0.27891474824051254,0.35631652528918656,0.0014582549239092,0.0064116948543135,-0.1422126875129924,Bullish
2020-01-28,-0.017640343174878618,-0.0942753897239453,-1.3264963075586942,-0.0406549900417213,-0.0037932645155954,0.2448800387330831,Bearish
2020-01-28,-0.01944234706309516,0.11399368284329647,0.7840882437515595,-0.030213845631051,-0.0270514785447792,-0.1026881945595235,Bearish
2020-01-29,-0.02205815915889336,-0.31457289521176,0.9112435652878736,-0.012914533334341,-0.0703042109148177,-0.078156361667647,Neutral
2020-01-29,-0.033654926116932056,-0.3379065261701869,-0.03555194616943772,-0.1460704968583672,-0.1124848423201991,-0.021697040082171,Bearish
2020-01-29,-0.021742600874320894,-0.2744657802281571,-1.2323491450787012,-0.0016288674928008,-0.0098388438562566,0.0934566072472089,Neutral
2020-01-29,-0.018570409697829093,-0.17588172485236708,-0.2802560398699286,0.0395102676182024,0.0348782581719564,0.1619523346023843,Bearish
2020-01-29,-0.018859051032537863,-0.03107780669402293,-0.28104100121007713,0.0264779145498282,0.0131656289220562,0.0350968561245628,Bearish
2020-01-30,-0.014823744337908524,-0.25739262309178607,-1.4257462231583993,-0.0027563646848522,-0.0062054208152799,-0.0999480332483693,Bullish
2020-01-30,-0.016089049012552842,-0.3597188535355241,1.7450470557659727,0.0678715701436367,0.1041756134946629,-0.0429519416326643,Bullish
2020-01-30,-0.009714261556499239,-0.2688439611374385,0.107278213362354,0.0007446419943042,0.0166984225574764,0.0515382553797154,Bullish
2020-01-30,-0.014958097756012539,-0.2875701084238373,-0.20055413036194464,0.0091449869958811,-0.0279793730646107,-0.1498661367651138,Bullish
2020-01-30,-0.02205815915889336,-0.26467586932558107,-0.6651981969352487,-0.0362555731270668,-0.034908537317091,0.0708580560741033,Neutral
2020-01-30,-0.024195812054384366,-0.32616752418027933,0.3796638927419589,0.0210853453427194,-0.0171325020136578,-0.1310871203203511,Neutral
2020-01-30,-0.014958097756012532,-0.22836822412541022,-0.3848180853695402,-0.045271583637948,-0.0509940307273897,0.0330332942404543,Bullish
2020-01-31,-0.018570409697829093,-0.3318451287662537,1.2067880488205793,-0.0272436305707053,-0.0545955009942779,0.0530353527934823,Neutral
2020-02-03,-0.021269263447462158,-0.1965739980668793,-1.1164702073451669,-0.0184130993017924,-0.0275475377911289,-0.6411719881890047,Neutral
2020-02-04,-0.017003878160232435,-0.2597808419957102,0.8933720674940516,0.0406985977501634,0.1013484542798933,0.1700944572584842,Bullish
2020-02-04,-0.02000336102679348,-0.24979197309258083,-0.19356248608241197,-0.1001735667909365,-0.0969216621425408,0.1562377821468052,Neutral
2020-02-04,-0.01806787375397683,-0.2071242789540364,-0.7593929950193737,-0.0236575557802241,-0.0400067183703684,-0.6037849406014393,Neutral
2020-02-04,-0.02205815915889336,-0.17033644648521518,-1.2211351529452323,-0.005073161965085,-0.0492993485413391,-0.1504692550860144,Neutral
2020-02-04,-0.02205815915889336,-0.3228846826694285,1.5268616000151032,-0.0045329264417952,0.0383509380078825,0.112194904859178,Neutral
2020-02-04,-0.014470307277952022,-0.2849843347713893,-0.21274926255206902,0.0127332245254446,-0.0011373993276061,0.3168378740815217,Bullish
2020-02-05,-0.011143554963092236,0.11267595674352242,-0.12987650437784845,-0.034041726278305,-0.035309400359567,0.1512360583825454,Bearish
2020-02-05,-0.02205815915889336,-0.2708448247387456,0.5525257981446953,-0.033105835467498,-0.0419221182635119,-0.2531226161350051,Neutral
2020-02-05,-0.02205815915889336,-0.31384190066225426,1.1153062349654221,-0.0025184619667141,0.0010985389897547,-0.0466863206824049,Neutral
2020-02-06,-0.005080601864952417,-0.3019895271712539,-0.3538670394621031,0.0152160317842238,0.0235374248452437,0.0333388655948245,Bullish
2020-02-06,-0.02205815915889336,-0.3427169816386726,-0.8747607122353444,-0.019118107522701,0.010110819786151,-0.1257840301501315,Neutral
2020-02-06,-0.014695132518868788,-0.3451407322441194,0.33879213300413846,-0.0155256242758496,-0.0127211365103915,-0.086689984616711,Bullish
2020-02-06,-0.02205815915889336,-0.24475218038009747,0.6086682312959331,0.0114279545400592,-0.0323712505674457,-0.2550645177067997,Neutral
