CAR_3_Days,CAR_10_Days,CAR_30_Days,Earnings_Call_Date,Earnings_Surprise,Firm_Size,method_2,Category
-0.1473646709310453,-0.194630942194332,-0.2404000008056948,2021-10-26,0.0869565217391303,39151740120.0,0.365860312283435,Bearish
-0.146363298465286,0.0800627579876454,0.2899694763536908,2022-05-12,-0.1666666666666666,7015090896.0,0.8572887454128265,Bullish
-0.1460904605629272,-0.1467167503920839,-0.3373424023134417,2022-11-29,0.25,32433726000.0,0.5869970879047607,Bullish
-0.1460704968583672,-0.1124848423201991,-0.021697040082171,2020-01-29,-0.175,9516572100.0,0.3542631067414155,Bullish
-0.1452281889509704,-0.1424300814526635,-0.1649415984630825,2021-08-30,0.1724137931034484,103337816322.0,0.2604873969187191,Neutral
-0.1449680290692371,-0.1109491935542851,-0.1594633855094076,2022-08-31,0.0198019801980198,30972733440.0,-0.0482096960746759,Bearish
-0.1446004333146573,-0.2136382441809679,-0.2989455832007284,2020-08-04,0.0816326530612245,20063736000.0,0.0318395978341121,Bullish
-0.1437257668944994,-0.1632309894347376,-0.0877460610195925,2023-05-08,0.0636363636363634,83902720000.0,0.7082109487970086,Bearish
-0.1435195938003503,-0.1446331816318099,-0.1401423284677587,2022-05-18,-0.0899999999999999,32005235200.0,-0.1358581947123961,Bearish
-0.1425253071974014,-0.1233628198364329,-0.0485986793136276,2023-08-17,0.0735294117647058,26408800000.0,0.217451386284086,Bearish
-0.1418935896009313,-0.0846190717979632,-0.0784378442708936,2022-08-22,0.1413043478260869,28797127813.0,0.3603897431311089,Bearish
-0.1417465117034838,-0.069009681573297,-0.0999338208739347,2020-10-30,0.2857142857142855,7090791570.0,0.6395222245943,Bullish
-0.1397433165379174,-0.2004732186006947,-0.2726426347918925,2023-08-07,0.0,38903914700.0,0.2761094703225632,Bearish
-0.1395783867275603,-0.1052544318232009,-0.1944261785502038,2022-12-01,0.1153846153846152,20881839500.0,0.4394062376728987,Bullish
-0.139322958955835,-0.1308964741959418,-0.2127571900559041,2022-10-31,-0.0040160642570282,30351683620.0,0.6450453931819631,Bearish
-0.136067011200119,-0.1500288060492636,-0.2169996769290399,2023-02-21,0.0918918918918918,32570440000.0,0.675876494890852,Bearish
-0.1354373589494598,-0.2911983719456544,-0.1371263365482541,2022-11-08,-0.1197183098591548,4176435520.0,0.4091502262031404,Bullish
-0.1349255890961314,-0.2504620978847856,0.002052694795173,2022-02-28,0.2169811320754716,39666906123.0,0.3130604745209061,Neutral
-0.1320149143495192,-0.1537417844874515,-0.0589986458039951,2023-05-01,0.0671641791044775,49431141760.0,0.0143828473832757,Bearish
-0.1318258622012985,-0.1705549457372205,-0.049799327310866,2020-11-05,0.0909090909090908,13057860000.0,0.4721308049652003,Bullish
-0.1311050194163174,-0.2082998831593458,0.6331566829190683,2020-05-01,-0.2092307692307692,7472234931.0,-0.2103969359418941,Bullish
-0.1306636817710788,-0.1579053333365419,-0.3033331326508859,2023-03-06,0.0,6753325950.0,0.2013460336334979,Bullish
-0.1292955767158744,-0.1186387077581499,-0.200392907876834,2022-02-03,-0.2142857142857142,20366085180.0,0.3427938527652082,Bullish
-0.1264720013548657,-0.0851687609460883,-0.0120312565860688,2022-04-20,-0.2105263157894737,35287940482.0,0.4094412770076224,Neutral
-0.1257215530115633,0.0066375661026846,-0.0652127599146867,2021-03-03,0.0,31590301680.0,0.4528318655979501,Bearish
-0.1257005705419376,-0.0764902697818475,-0.102587104890798,2021-11-23,0.064,66636800000.0,0.3219408325754841,Bearish
-0.125340731873872,-0.1368545602386059,-0.0954851493301842,2023-01-31,-0.1114754098360655,35258320000.0,0.2611027276274765,Bearish
-0.1240124115312086,-0.0468714222335766,-0.0687620129940156,2020-05-27,0.1590909090909091,24259040000.0,0.0253551239077919,Bullish
-0.1237144463297785,-0.1355815974618348,-0.1454248054002133,2022-08-25,0.0306748466257669,34871200000.0,0.1594718703197417,Bearish
-0.1235974185096913,-0.0845767893844986,0.1412159774628251,2020-02-06,-0.0685714285714286,14484949560.0,0.5693049436872644,Bullish
-0.1211508908398446,-0.1653523735142421,-0.1109851743127982,2021-08-04,-0.1562499999999999,13989757000.0,0.5290225292975304,Bullish
-0.1209026448820575,-0.1838115644338008,-0.2504408868043101,2023-03-02,0.2758620689655173,19496332020.0,0.4003490088084134,Bullish
-0.1205437503943421,-0.092344891128745,-0.1191261595379642,2021-08-11,0.0408163265306122,5158256812.0,0.46148765805462,Bullish
-0.1203453578338795,-0.1240972786108121,-0.066733377538322,2022-11-07,-0.0875912408759124,18211200000.0,0.5044566246948831,Bullish
-0.1194114215071772,-0.18445544033196,-0.1894091179453493,2022-10-25,0.1578947368421054,8326263930.0,0.6088294239318525,Bullish
-0.1188184216697034,-0.0528851385861257,0.0458284805751697,2020-02-12,-0.0169491525423729,13380400000.0,0.3274969069667691,Bullish
-0.1184839986310528,-0.1225870096471247,-0.3996771034651115,2022-05-05,-0.0235042735042733,18723521582.0,0.5677974841267768,Bullish
-0.118139357886682,-0.0734349705060068,-0.1697474205515345,2023-08-02,0.3535353535353536,27689714730.0,0.1366460669490353,Bullish
-0.1172286907643637,-0.071080486683259,-0.2282782429861445,2022-02-24,-0.1179487179487179,42103360000.0,0.3986318027408674,Bearish
-0.1165963809306664,-0.0740439615950891,-0.0239372864425133,2022-02-02,0.1249999999999999,2264810400.0,0.4792705158419044,Bullish
-0.1155528721615824,-0.0968980013073572,-0.300742328789191,2023-03-09,0.2264150943396226,13051462710.0,0.406034694368403,Bullish
-0.1153915206641122,-0.1411417693402639,-0.0603424412888669,2023-08-02,0.0,80080800000.0,0.6756239066479848,Bearish
-0.1149070913036983,0.0634424426139203,0.0342578718171166,2020-03-12,0.0192307692307692,87738798030.0,-0.2108652214140011,Neutral
-0.1147450213204646,-0.0777168873550694,-0.0355729541210108,2022-03-15,0.0357142857142855,4156054675.0,0.5699817272706619,Bullish
-0.1147042487154576,-0.1114527958805364,-0.0528946774117613,2023-02-06,0.0357142857142855,18996994600.0,0.3984702923736035,Bullish
-0.1144153379475405,-0.1715691271448213,-0.092080076720841,2022-04-27,-0.0405405405405406,28255909850.0,0.0020135569606127,Bearish
-0.114287272280223,-0.1031430857137381,-0.1643629090270086,2023-03-02,0.0,39605241000.0,-0.1260579412794361,Bearish
-0.1138559760879411,-0.0844122398312887,-0.0483204212688387,2023-07-25,0.0333333333333333,37238578200.0,0.492019818199746,Bearish
-0.1135689674508906,-0.0322323652989213,-0.0520994033994858,2022-11-02,0.2222222222222222,41567307000.0,0.4033044211039576,Neutral
-0.1134427419044264,-0.2664280557245117,-0.3670082743350227,2022-03-01,-0.0625,9551960275.0,0.6126785032362746,Bullish
-0.1127993811250443,-0.1153360927864479,-0.1910072866456856,2023-12-19,-0.0454545454545453,69160000000.0,0.3885636639490001,Bearish
-0.1124770637864048,-0.1105974445980945,-0.1983281563782035,2021-02-11,0.1388888888888888,15732039749.0,0.351301044552991,Bullish
-0.1121136670628496,-0.0412082727333641,-0.039367836102626,2022-11-02,0.0086206896551724,30853120000.0,0.2664424201068758,Bearish
-0.11079359894709,-0.139433185496158,-0.1681775888935992,2023-07-26,0.0153846153846153,55619410000.0,0.4779351113105092,Bearish
-0.1100738572099793,-0.1180930929796013,-0.0563187722510419,2023-09-07,0.1076923076923076,10658291280.0,0.5038780088078325,Bullish
-0.1093502221056866,-0.1063822644673824,-0.1040119992966451,2021-03-02,0.1470588235294117,43797161200.0,0.3384688268878711,Bearish
-0.1081361052194968,0.0525635921454905,-0.0531759964360341,2020-03-13,-0.1666666666666666,3721432750.0,-0.1119553981228701,Bullish
-0.1060049433864262,-0.1249243537973126,-0.1363137640336348,2021-10-20,0.0120481927710842,121849812000.0,0.4772491871019592,Bearish
-0.1056336871425678,-0.1757461549606012,-0.2858704455578778,2020-07-21,-0.0,36279230800.0,0.5539709529295151,Bearish
-0.1055247930747287,-0.2798944556897888,-0.3293134907106814,2023-07-31,-0.1428571428571429,10891046575.0,0.3928694135219602,Bullish
-0.1050447792089856,-0.1276162390843713,-0.0294192191677988,2020-11-05,0.2457142857142858,16029533640.0,0.3571128106500933,Bullish
-0.1045995731825887,-0.1138841226758288,-0.1069170404788232,2022-11-29,0.1044776119402984,15506640000.0,0.252978895277105,Bullish
-0.1043248248463104,-0.1483407615388804,-0.2439336446214148,2023-02-09,0.0,11847486000.0,0.0655452425514274,Bullish
-0.1038425292704513,-0.0585866977538657,-0.1287010494315934,2022-02-23,0.1249999999999999,18667980000.0,0.6951502306059697,Bullish
-0.1036233776782696,0.0328795361196244,0.2924236520847345,2022-01-26,0.0,55915650000.0,0.4303965280661973,Bearish
-0.1028704666096831,0.2926016371373062,0.4155559152980542,2022-05-06,-0.0655737704918033,5746983950.0,0.5044141999555081,Bullish
-0.1008020301128642,-0.0297967958547949,-0.0660909878910349,2023-01-31,0.1728395061728395,57062880000.0,0.150515921546606,Neutral
-0.1006861784103319,-0.1408296124528843,-0.1145546961210406,2022-11-04,0.0277777777777778,56053550000.0,0.2917664263346424,Bearish
-0.1001735667909365,-0.0969216621425408,0.1562377821468052,2020-02-04,0.0310077519379845,27904779600.0,0.3179042284782024,Bearish
-0.0998551788405461,-0.1148431174576617,-0.1036408179205237,2023-11-30,0.2789115646258503,54097942764.0,0.2232066403632762,Neutral
-0.0991348657167738,-0.071389600296503,-0.0660863906896542,2021-08-02,0.1348314606741573,20057718000.0,0.3759124995204622,Bullish
-0.0989447252844518,-0.1966140677674364,0.0272469593916141,2021-04-29,0.0,40790867000.0,0.529696556154388,Bearish
-0.0986803517908189,-0.1850681419383337,-0.2643102824950376,2023-06-08,0.3584905660377357,11912551440.0,0.4829374221177792,Bullish
-0.0985197108621655,-0.0789939721470225,-0.2406717143344976,2020-08-06,0.2307692307692307,22612950000.0,0.5098429102991298,Bullish
-0.0983633432320533,-0.1230929434307143,-0.1125931634138842,2022-08-30,0.0,30473925900.0,-0.0001244988715549,Bearish
-0.0982018727312279,0.1354973962492408,-0.0213995517105107,2020-08-06,0.2105263157894737,4463694360.0,0.3325852967095908,Bullish
-0.0977151549722631,-0.2355501191209966,-0.1082444323866581,2021-07-21,0.368421052631579,37756880000.0,0.1941804449581313,Neutral
-0.0976538940948237,-0.1032782913752635,-0.1536864158673007,2023-05-02,0.0609756097560975,48776490000.0,0.2632941223767257,Bearish
-0.0975774859672511,-0.1028215690384891,-0.1080742668906233,2020-05-08,0.0434782608695651,30923560000.0,0.2458427086323001,Bearish
-0.0975486317873733,-0.0339618393598911,0.0628032506831918,2023-02-15,-0.1272727272727273,27347195960.0,0.2437033542754235,Bullish
-0.0974918302351229,-0.0390268726236944,0.0072704855267032,2023-11-30,0.0249999999999998,48189731000.0,0.1699229703988401,Bearish
-0.097279786137639,-0.1232104042743877,-0.1525788572103142,2022-04-21,0.0462962962962961,105485517000.0,-0.0305541557631939,Bearish
-0.0966669064036698,-0.1196691366896362,-0.2503979269532833,2020-03-25,0.2162162162162162,47217500000.0,0.3561743106477517,Neutral
-0.0966424532670146,-0.117111419128967,-0.1572512594021982,2021-05-05,0.0319148936170213,42929420000.0,0.4754877407253005,Bearish
-0.0958049514519201,-0.0949324295324448,-0.1572547876081395,2021-10-26,0.2602230483271376,69649125000.0,0.2619668824499124,Neutral
-0.0952669725202796,-0.0764669138738725,-0.1130129187988884,2023-01-26,0.0394366197183099,59110997400.0,0.0113698900460115,Bearish
-0.0948652315598651,-0.0885263616097408,-0.0500545826344308,2023-08-24,0.03125,49418354000.0,-0.1009816336925788,Bearish
-0.0948440443564068,-0.1102221956419038,-0.1494454987436504,2021-04-28,-0.0114503816793894,18551052000.0,0.4084582656078491,Bullish
-0.0942995022841743,-0.1212528226357843,-0.1383758366747296,2022-05-04,0.1336206896551724,62236083930.0,0.4137533288882918,Neutral
-0.0939151946432885,-0.0510653774936384,0.0611887944717771,2022-08-02,0.088235294117647,39348870000.0,0.5117718599933286,Bearish
-0.0935965221555419,-0.0793265757494327,-0.1135350382142665,2022-05-04,0.1185185185185184,27915252863.0,0.1727025706083374,Bearish
-0.0933835403022367,-0.1123934280869965,-0.1486214877900881,2022-11-21,0.2738095238095239,23514877540.0,0.2929085360541528,Bullish
-0.0933079587252236,-0.0356747654550895,-0.0786567736204152,2020-05-11,0.132867132867133,15546080000.0,0.1732623991432507,Bullish
-0.0924595138122509,-0.1415587841937507,-0.104176251667663,2022-04-28,-0.0137931034482758,22676096000.0,0.2906451792625133,Bearish
-0.0923243853849875,-0.0083320376737511,0.0993197998203867,2023-10-24,-0.0421052631578946,9634638000.0,0.0389932094156471,Bullish
-0.0917266141854614,-0.0753971037898088,-0.127952040598983,2022-05-05,-0.0722891566265059,24296727244.0,0.3586816785760122,Bullish
-0.0917012671170965,0.0100447431471404,0.0916014237095835,2023-05-11,0.0697674418604651,10982400000.0,0.6535774010215244,Bullish
-0.0915819484401013,-0.0838868465068336,-0.0337354987529949,2023-04-28,0.0369515011547344,16129548560.0,0.3235284492516005,Bullish
-0.0913698906977584,-0.0964960800598602,-0.0955833884106506,2023-08-01,0.1176470588235293,36888520000.0,0.3840983744806462,Bearish
-0.0911897666461881,-0.0757627478197114,-0.074472868478708,2023-07-26,0.0404040404040404,25815200000.0,0.362622303820781,Bearish
-0.0907873630308185,-0.0842396442144458,-0.1471526846360171,2021-07-28,0.2968749999999999,17027657500.0,0.4232784514500783,Bullish
-0.0907580702355217,-0.060631372754218,-0.1179546153348474,2022-08-30,0.2857142857142855,45189471575.0,0.5304127574059033,Neutral
-0.0906738070974019,-0.1464973312747067,-0.1606470748640572,2021-02-17,0.0482758620689655,43337246000.0,0.4677288694405982,Bearish
-0.0899543825431516,-0.1057867277891058,-0.1360560113542509,2022-07-19,0.0888888888888888,26749680000.0,0.6565578131490275,Bearish
-0.0898693229790155,-0.1458663805559137,-0.0843212963375598,2021-08-25,0.0900900900900899,75299400000.0,0.4727907857802073,Bearish
-0.0896291822793308,-0.0639051556511675,0.0276264000952819,2020-04-21,-0.03125,10003402000.0,-0.0182941547758776,Bullish
-0.0894287716851056,-0.1718244023889976,-0.1738767228493181,2023-04-19,0.0357142857142855,55203330000.0,0.2538564708553442,Bearish
-0.0889697001135111,-0.1011114572643505,0.0361504855565013,2023-02-16,-0.0999999999999999,26113655330.0,0.3424261359966953,Bullish
-0.0888065953234906,-0.1585793815315364,-0.1547847565531244,2023-11-02,0.0165165165165164,93276600560.0,0.7088095892337987,Bearish
-0.0881258933563128,-0.0651991610337038,-0.2718662415367465,2023-11-01,0.0625,13658260500.0,0.630226780058186,Bullish
-0.0880302156656212,-0.2325665207803118,-0.4712728218130181,2020-08-05,-0.1388888888888888,29934576253.0,0.0713578173083262,Bearish
-0.0870776207286322,-0.1314843551379704,-0.0770075864129092,2021-02-10,0.0194690265486724,67086830000.0,0.5270164872852241,Bearish
-0.0863117408898895,-0.1454117646742785,0.0700613232941202,2021-01-19,0.2,18260060000.0,0.4482102900382811,Bullish
-0.085694244356636,-0.0862100432529197,-0.1029881876877043,2020-10-29,0.1747572815533979,99800431990.0,0.5065959366410395,Neutral
-0.0856763364649043,-0.0503432828249425,-0.0030084803561952,2021-01-21,0.0702479338842975,28931680000.0,0.022310494475534,Bearish
-0.0852281706882125,-0.0328361109480394,-0.0306098577065421,2020-11-03,0.0,16088800000.0,0.4519814003688385,Bullish
-0.0852032777908069,-0.0616368106947784,-0.0198657093372195,2022-05-03,0.3314285714285714,22566586230.0,0.7743552260117943,Bullish
-0.0850080457011899,-0.0781945522393892,-0.1031435075292058,2023-04-20,-0.1518987341772151,17365235838.0,0.1895204152568037,Bullish
-0.0846623510000168,-0.0642932136812331,-0.1366129241896155,2022-12-01,0.05607476635514,29959527039.0,0.0443267531965969,Bearish
-0.0843601912060848,-0.0141982461734523,-0.06803180365356,2022-01-25,0.0207547169811321,62446464000.0,0.2185333023468653,Bearish
-0.0841595348660516,-0.1315092228857167,-0.1611704878257947,2020-07-23,0.2213740458015267,21461760000.0,0.021942704964867,Bullish
-0.0838622216793826,-0.0593573577121518,-0.1569963171909464,2023-02-23,0.0276243093922652,47549400000.0,0.295212916818839,Bearish
-0.0838332602521207,-0.0991840747806296,-0.1037905624257869,2023-06-01,0.0266666666666666,18522900000.0,0.6400331114668671,Bullish
-0.083405046670688,-0.0155699969666292,0.0979366585864802,2020-07-30,0.2029411764705882,12001118580.0,-0.0124899661146526,Bullish
-0.0829791492473236,-0.1471516518235763,-0.2537618136579813,2021-02-08,0.3020833333333333,24557567400.0,0.4281866523892125,Bullish
-0.0829578377182401,-0.0269727182878384,0.056918944814868,2020-09-29,0.090909090909091,56541650000.0,0.2869897365435596,Bearish
-0.0829039464066745,0.0130182155675962,0.0182009919040397,2020-11-03,-0.0740740740740741,23053981080.0,0.4760856287079568,Bullish
-0.0827239004567147,-0.0711424754067358,-0.0928017287851906,2022-05-04,-0.0238095238095238,13124582640.0,0.5660808196306228,Bullish
-0.0826418250536951,-0.0323498041408561,-0.0668639707732761,2020-05-27,0.1442307692307691,10232300000.0,0.3397201855599033,Bullish
-0.0818501821387752,-0.1673446052184226,-0.1273812732547362,2023-05-25,-0.0967741935483871,10419541039.0,0.2287511603855557,Bullish
-0.0818082426689031,-0.0968144617247285,-0.2217630795297456,2021-05-27,0.0449438202247191,38038500000.0,0.7907804671145353,Bearish
-0.0811848915282159,-0.1007290012557586,-0.1863270860113536,2022-05-06,0.0840108401084011,77084260000.0,0.4598321996286308,Bearish
-0.0811481483505845,-0.0483833186013,-0.070019296266016,2022-05-26,-0.0348837209302325,42769793250.0,0.5782684356865835,Bearish
-0.0810987180320518,-0.0011268141962463,-0.0490132282227568,2020-07-29,0.0714285714285712,35901711530.0,0.028563658535829,Bearish
-0.0803787445033637,-0.064548755207336,-0.1348319906963269,2021-11-18,0.2643678160919541,74758143680.0,0.7333958752770312,Neutral
-0.0801191707460439,0.0518361620668441,0.212635515219708,2023-08-03,-0.0572916666666666,41890950000.0,0.2944234070908633,Bearish
-0.079898122355705,-0.0199748593184415,-0.0444731598881039,2022-01-27,0.0798122065727699,16851920000.0,0.0520741524858931,Bullish
-0.0795438301227106,-0.0424048681895556,-0.1205468880417563,2020-09-11,0.3272727272727271,26533639999.0,0.6234722530585122,Bullish
-0.0794190107491696,-0.1252005464371151,-0.1453299434272823,2023-05-23,0.0079365079365079,37820159999.0,0.305760485250043,Bearish
-0.0791468203791447,-0.0773274242737202,-0.168570864371295,2023-05-09,-0.0224719101123595,23029050000.0,0.4397928676098311,Bullish
-0.0790134920269945,-0.0427609365400272,-0.144441058145133,2022-05-04,0.1562499999999999,37277672000.0,0.6237463602823304,Bearish
-0.0786657283675587,-0.0934561519325893,0.080322894590394,2020-08-07,0.3076923076923076,57740454100.0,0.3716387909698,Neutral
-0.0785511607953781,-0.1412740534180981,-0.1475865703563387,2022-04-26,0.0526315789473684,72192043000.0,0.7481409697166247,Bearish
-0.0780371545780547,-0.0146121480656569,-0.0279871114343614,2020-07-28,0.0731707317073171,13419060000.0,0.1957360136716476,Bullish
-0.0777171748277663,-0.041607228420913,-0.0619875863751576,2020-11-04,0.0,56068514000.0,0.054037152322846,Bearish
-0.0773703099564914,-0.1174965510537926,-0.2198706961530388,2022-11-04,0.0364963503649633,22594330000.0,0.1340706947975807,Bearish
-0.0771651571770641,-0.1268516261132936,-0.0745769438179176,2022-10-27,0.1016042780748662,13910535709.0,-0.0884437153947188,Bullish
-0.0767259920702788,-0.0235769150364546,-0.0349560369423768,2022-02-03,0.0280830280830281,8740946760.0,0.7631433284881712,Bullish
-0.0766484108002079,-0.1290469280305487,-0.1727139863635085,2022-08-04,0.0465116279069767,15694000000.0,0.5885799945117085,Bullish
-0.0761299094992698,-0.0848809363271924,-0.1259421466453927,2022-02-03,0.0263157894736842,75453125000.0,0.1710669397384286,Bearish
-0.0760949128818019,-0.067092845771729,-0.193760634150177,2022-11-01,0.217687074829932,69137700000.0,0.2532304893420534,Neutral
-0.0759913617587614,-0.0888239389543116,-0.0173989677964955,2020-07-30,0.032258064516129,75215140000.0,0.1732296041160259,Bearish
-0.0759279917810495,-0.0418614642023452,0.1355762480965254,2020-08-04,0.0,16082010000.0,0.2630995947961257,Bullish
-0.0755427160908457,0.0143010547530264,0.2257678794333714,2021-01-22,0.2941176470588234,34125180000.0,0.6902498497897231,Neutral
-0.075260853455702,-0.1977278257964381,-0.0803349906992334,2022-08-04,0.0,53162678400.0,0.3585262241817656,Bearish
-0.0751277812245055,0.007846105850446,0.0065126178931176,2023-11-21,0.0402010050251255,46581380000.0,0.3138433516538639,Bearish
-0.0750695156555744,-0.1266194369878154,-0.1006510602420668,2021-10-19,0.2132352941176469,16226934000.0,0.418910135262819,Bullish
-0.0750466403627095,-0.2116846993638182,-0.034771569949689,2023-04-20,-0.0438596491228068,44593786439.0,0.2624888320695555,Bearish
-0.0749455117048673,-0.0128426732305459,0.0631232395248694,2020-05-08,-0.0769230769230769,14774857105.0,-0.1057998290461276,Bullish
-0.0748252923116477,-0.1701950326676818,-0.1129400023104469,2022-11-17,-0.0158730158730157,4325291310.0,0.4296042308738247,Bullish
-0.0742389714276124,-0.0926032980015311,-0.0947186685302557,2023-10-17,-0.0163934426229508,20232157492.0,0.2674971169425549,Bullish
-0.0741793844758807,-0.114751922679707,-0.1250301266158055,2021-11-23,0.0890052356020943,28630966000.0,0.3890065546285058,Bearish
-0.0741767294398818,-0.4075359597499269,-0.2389834164221117,2022-02-28,0.0,6284253500.0,0.4082708238869779,Bullish
-0.0738905133583708,-0.1163042087950911,-0.0997142712950669,2022-11-03,0.3495145631067959,17673166069.0,0.4816125006029094,Bullish
-0.0738415849887804,-0.1116740229942279,-0.1712016476918016,2023-08-30,0.0,18851580000.0,0.6057895043062062,Bullish
-0.0734315869577314,0.0431710169326519,-0.0602033765072865,2022-05-05,0.1829268292682927,41962920000.0,0.5039201951776445,Bearish
-0.0732677261472255,-0.1145402779054664,-0.1651140968680211,2021-08-26,0.3197278911564625,21223987400.0,0.093030862464641,Bullish
-0.0731404924110644,-0.1196888793004355,-0.0838874120590352,2021-02-18,0.1858407079646019,21929086000.0,0.5415930283271659,Bullish
-0.0730062802966394,-0.2311862421836579,-0.286147435104733,2020-02-27,-0.1304347826086956,4575327800.0,0.1753936014191765,Bullish
-0.0725996030319834,0.0484428059349567,0.0986183614523437,2022-05-05,-0.1666666666666666,26681205388.0,0.3506880924117357,Bullish
-0.0723909713721994,-0.0646750741420908,-0.1276233026951186,2020-08-03,0.1939655172413794,25903800000.0,0.1765811231691457,Bullish
